Name,SRR1140763,SRR1140994,SRR1140995,SRR1142421,SRR1142422,SRR1142423
Smp_000020.1,28.816193,15.909551,13.515081,29.037735,23.186978,18.249707
Smp_000030.1,135.08839,91.754112,85.817197,106.996501,113.784012,105.335798
Smp_000040.1,69.63689,34.874462,35.508436,58.39922,42.583384,44.175264
Smp_000050.1,3.862752,0.959936,0.612144,7.282286,1.067538,0.64603
Smp_000070.1,68.922359,51.539168,45.794067,59.630543,74.242727,55.317649
Smp_000075.1,0.0,0.0,0.0,0.034265,0.0,0.10862
Smp_000080.1,0.0,0.0,1.284428,2.251492,2.512411,1.255419
Smp_000100.1,35.020867,15.132265,10.470282,53.090653,19.108169,18.404805
Smp_000110.1,26.734019,15.039565,12.807996,21.00439,20.386001,14.916395
Smp_000130.1,33.066298,23.909815,18.477296,42.363324,29.979771,28.735011
Smp_000150.1,54.769567,38.612263,33.283162,56.323077,40.049183,38.544001
Smp_000160.1,2.065171,1.578469,1.614839,3.777596,1.812122,2.087324
Smp_000180.1,0.0,0.348263,0.817835,0.914841,2.985645,1.540646
Smp_000190.1,11.618885,1.384214,2.234778,10.317571,3.72957,2.629497
Smp_000200.1,3.376516,1.779474,2.490709,5.276564,2.427392,2.264481
Smp_000230.1,12.772571,4.615008,5.469894,13.253807,6.244634,9.087865
Smp_000240.1,189.918246,179.669151,171.530069,169.030364,220.574328,172.200392
Smp_000250.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_000260.1,84.818399,50.876309,41.69317,122.423356,62.776957,45.740263
Smp_000270.1,0.571478,0.0,0.0,0.091658,0.455821,0.0
Smp_000280.1,0.652731,0.0,0.187178,0.078363,0.0,0.0
Smp_000300.1,7.628194,5.917784,7.926375,4.879479,8.518125,7.574258
Smp_000310.1,139.43718,122.845957,103.27476,102.04435,129.042911,93.781962
Smp_000320.1,6.474655,7.496445,5.36375,15.384516,5.546833,7.376281
Smp_000340.1,0.929745,0.484412,0.426585,0.959337,0.333711,0.370288
Smp_000370.1,7.763784,9.123477,6.000724,12.983986,8.418266,5.795738
Smp_000390.1,0.0,0.0,0.0,0.058335,0.0,0.0
Smp_000420.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_000430.1,0.0,0.0,0.152293,0.0,0.0,0.0
Smp_000470.1,73.794675,39.701972,41.709593,52.317475,44.926852,45.630305
Smp_000480.1,1.977662,0.125483,0.641017,2.986673,0.743608,0.422233
Smp_000480.2,7.851938,4.980611,3.176457,6.757446,5.121066,3.808642
Smp_000500.1,15.872995,6.57848,48.621146,2.50726,22.827384,13.083621
Smp_000510.1,21.898803,16.516701,13.390617,16.29603,21.70513,14.899856
Smp_000560.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_000580.1,3.063254,2.200375,3.410351,1.79183,3.682919,3.33247
Smp_000590.1,21.038435,11.084575,14.997578,26.684308,15.593554,12.70662
Smp_000600.1,24.249245,12.76458,8.303998,20.03168,12.111974,6.194419
Smp_000620.1,2.593948,1.086018,0.850108,2.169337,0.665028,0.423911
Smp_000630.1,12.731002,7.914445,9.790684,14.478898,5.308013,7.208339
Smp_000640.1,52.506847,49.920275,45.170855,51.656581,58.208682,37.580887
Smp_000650.1,39.82447,15.602423,15.435022,38.823138,18.363945,17.479602
Smp_000660.1,34.084195,29.91464,23.893971,68.434058,28.176966,18.823692
Smp_000670.1,8.793987,3.754288,3.48482,12.194259,4.943099,5.509671
Smp_000680.1,15.494208,15.136377,13.500326,23.06664,16.398698,10.25109
Smp_000690.1,1.386342,1.471323,0.991554,1.464102,0.784901,0.66182
Smp_000700.1,16.223476,10.383345,9.720145,16.410585,11.179205,13.499023
Smp_000710.1,37.790751,18.612821,23.615497,43.69094,29.891346,29.701434
Smp_000720.1,18.257218,6.928093,9.554019,25.805996,11.102406,12.736416
Smp_000740.1,123.680839,95.356583,107.487384,138.396289,100.886447,85.962899
Smp_000755.1,10.388837,5.654394,3.809018,53.855302,3.492088,3.093727
Smp_000770.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_000790.1,3.157146,21.510119,5.175848,13.447527,11.298559,4.951646
Smp_000790.2,25.24287,3.621021,15.767256,9.103469,13.528481,21.593703
Smp_000810.1,10.734282,7.998085,7.538934,9.819221,9.106027,7.723901
Smp_000820.1,87.403225,65.65677,73.631108,358.024086,75.946302,38.146808
Smp_000820.2,0.0,6.363484,9.01242,32.538795,9.939662,5.54863
Smp_000830.1,0.0,0.0,0.062448,0.593765,0.086848,0.036906
Smp_000850.1,14.396477,11.426998,11.662611,24.793075,12.631157,9.698427
Smp_000870.1,11.733019,5.299658,4.721266,17.027541,7.798709,4.458008
Smp_000880.1,420.320244,529.212582,396.408995,744.828598,422.526372,397.320595
Smp_000900.1,4.01361,4.247661,4.156207,5.918773,6.491571,4.081261
Smp_000910.1,4.117467,6.20845,5.415965,4.263829,8.49598,7.463549
Smp_000950.1,2.325312,0.63889,0.687679,2.680617,0.869408,1.16378
Smp_000980.1,110.600658,57.976112,49.572413,198.337691,77.189813,69.204761
Smp_000990.1,27.668229,15.136377,15.603902,28.972878,19.371362,17.740421
Smp_001000.1,17.964299,5.849808,13.221173,35.53449,7.761338,7.611344
Smp_001020.1,30.084892,27.672493,21.848089,19.457648,36.228047,31.088454
Smp_001030.1,11.701101,8.255628,5.443249,15.472451,8.451544,7.370353
Smp_001040.1,34.98729,17.714324,16.857035,38.775234,20.929834,21.504123
Smp_001070.1,6.08851,6.768299,3.100569,6.195864,6.865799,5.577358
Smp_001080.1,133.565378,101.823763,73.381248,158.564623,97.573171,73.778921
Smp_001090.1,12.958764,5.304272,3.226578,25.831024,7.174531,5.247401
Smp_001095.1,13.034034,7.74592,7.226146,13.657923,10.352846,8.587311
Smp_001100.1,4.008452,2.936909,3.956831,2.373808,3.627601,6.721507
Smp_001120.1,11.253899,16.098352,10.027331,27.654976,12.182119,10.319665
Smp_001160.1,4.338871,3.660667,5.372777,3.337164,5.741709,4.3368
Smp_001170.1,36.828645,18.400567,16.221211,37.757581,21.647367,16.307626
Smp_001180.1,13.172369,3.176318,4.016402,13.585373,3.912231,4.733252
Smp_001210.1,4.46618,2.517136,1.116533,3.673437,2.215019,1.499264
Smp_001360.1,23.301942,12.628793,14.954744,29.13864,17.147626,15.408963
Smp_001390.1,2.883761,0.8608,1.091117,5.286858,1.134095,0.926547
Smp_001410.1,8.286083,4.097327,3.329517,5.589107,5.34441,4.069845
Smp_001420.1,27.990062,24.460949,21.326162,32.190592,29.334459,24.531748
Smp_001500.1,45.006985,30.272754,38.136996,57.63019,36.119008,27.337442
Smp_001530.1,20.738708,11.220789,9.034967,21.159961,13.837634,11.051064
Smp_001560.1,5.022434,3.02564,4.248712,2.215225,2.87095,3.872876
Smp_001590.1,16.454026,13.650167,17.001162,18.661663,17.498674,11.253835
Smp_001610.1,14.654522,7.158084,11.848346,10.413633,15.016787,8.928347
Smp_001640.1,97.858156,72.583795,73.272919,121.395918,79.980539,67.106204
Smp_001780.1,1.772213,0.741979,0.689704,2.294232,0.504838,1.158483
Smp_001830.1,407.456181,222.503341,254.855192,570.627612,186.917105,163.80929
Smp_001890.1,0.0,0.0,1.179596,0.219919,4.921502,2.091421
Smp_001900.1,0.782338,0.06959,0.183511,1.013318,0.226324,0.254069
Smp_001940.1,59.332659,46.201914,42.720771,58.40757,60.784829,50.386579
Smp_001950.1,23.597002,16.046028,15.921685,37.401429,22.050518,16.256353
Smp_001960.1,33.885794,26.913751,20.924529,29.697648,30.49153,20.087825
Smp_001980.1,3.181018,1.956615,1.367335,3.693739,1.597534,2.425981
Smp_002010.1,16.819671,5.35801,10.065886,17.828067,9.186804,5.48417
Smp_002060.1,0.717324,4.204549,3.394069,0.2301,2.574675,4.102961
Smp_002070.1,2.180363,3.195014,6.252447,0.611981,6.73899,4.572799
Smp_002080.1,57.065461,39.906724,24.278016,57.166219,32.955836,23.464601
Smp_002100.1,22.998441,10.07155,6.70878,24.230723,9.251039,10.281815
Smp_002160.1,17.510074,10.205914,11.308289,15.399,12.734004,8.453736
Smp_002180.1,339.350681,223.328779,218.675167,363.75132,205.328292,166.937772
Smp_002230.1,21.23097,16.442071,14.463486,16.099649,18.667077,12.108759
Smp_002280.1,19.701838,8.092419,8.394346,18.438921,9.151919,9.775073
Smp_002380.1,25.18888,7.937792,9.203762,20.460574,14.177167,9.914884
Smp_002410.1,169.538074,108.038632,116.149609,162.160478,113.8454,80.988879
Smp_002510.1,76.237289,117.699669,58.168358,217.256861,78.928414,86.866508
Smp_002550.1,114.963998,85.287256,100.636927,173.574349,96.868097,67.020749
Smp_002600.1,21.646569,9.515993,8.758554,26.103919,11.546413,13.25506
Smp_002600.2,0.0,0.0,0.12369,0.0,0.0,0.290776
Smp_002630.1,0.0,1.355292,1.199432,0.311309,3.258618,0.8026
Smp_002640.1,58.692486,27.579201,29.679105,52.969517,23.528333,40.947468
Smp_002740.1,60.072107,49.381088,42.99592,90.786691,50.641357,46.682577
Smp_002820.1,131.176107,112.654552,95.251738,127.879157,170.931763,125.455772
Smp_002840.1,74.248012,61.241208,58.403237,53.960394,83.720828,73.711852
Smp_002860.1,0.0,0.0,0.0,0.0,0.0,0.0
Smp_002870.1,15.777714,9.151668,7.776388,21.193364,11.863577,7.228
Smp_002880.1,148.174495,97.809148,90.552876,106.383238,94.115257,97.39683
Smp_002920.1,37.682981,21.827006,22.185842,82.688916,35.509315,25.390009
Smp_002950.1,6.467809,3.716729,5.836913,8.542939,6.676136,4.158876
Smp_003000.1,4.397378,2.1894,2.316063,5.8316,3.080012,2.585496
Smp_003130.1,35.381065,19.332383,21.237675,30.99437,24.633172,19.589405
Smp_003140.1,1.245159,0.412266,0.097422,5.534039,0.42036,0.47041
Smp_003140.2,19.423253,11.967153,8.968808,17.855189,12.703586,10.677425
Smp_003190.1,8.113785,7.316678,9.038422,5.055248,9.956446,6.901899
Smp_003230.1,9.356852,8.178575,6.707966,3.593838,5.990185,9.076395
Smp_003250.1,4.19139,4.158121,2.907093,6.584027,4.143342,2.807623
Smp_003250.2,0.169277,0.0,0.050183,0.020524,0.0,0.0
Smp_003270.1,87.308125,78.379554,78.728448,103.426047,93.508615,106.661501
Smp_003280.1,0.099084,0.169392,0.099481,0.18674,0.039591,0.151331
Smp_003300.1,0.344316,1.177274,0.543051,0.13806,0.137316,0.350119
Smp_003330.1,28.122123,15.321289,16.593945,30.618962,15.097569,15.535399
Smp_003340.1,18.572547,6.244234,5.446938,18.114633,9.37885,6.055041
Smp_003410.1,481.085595,370.000323,424.155796,463.037908,339.284913,282.648412
Smp_003440.1,0.439552,1.073502,0.37814,1.815342,1.183255,0.279351
Smp_003600.1,0.18495,0.090339,0.0,0.044496,0.0,0.0
Smp_003610.1,1.732938,0.898963,0.714616,1.053917,1.422607,0.84038
Smp_003620.1,8.392259,4.850746,4.692828,9.89321,6.19177,4.924664
Smp_003630.1,34.090269,19.88764,22.954091,25.773347,27.791474,22.936388
Smp_003660.1,630.624136,517.721935,573.599656,417.108286,619.03708,465.97091
Smp_003670.1,14.516172,14.388376,9.749938,17.9097,13.285239,9.015169
Smp_003670.2,9.372525,2.094905,2.583244,7.03897,4.209049,6.187581
Smp_003700.1,54.774236,46.13593,44.215014,52.779849,65.447264,42.485774
Smp_003710.1,76.353691,51.661863,47.706257,129.634131,62.533565,64.884587
Smp_003770.1,4079.506077,2060.036952,2035.04896,5966.870819,2028.753189,2223.749972
Smp_003860.1,10.199146,8.51628,6.701938,11.753784,5.136398,5.172487
Smp_003900.1,0.567108,0.435294,0.220705,1.286394,0.306942,0.360417
Smp_003930.1,3.355086,6.227444,3.535755,2.529138,4.515873,3.134442
Smp_003940.1,37.139675,16.326878,19.969191,25.44027,22.093988,24.11496
Smp_003970.1,175.970563,113.458362,120.300488,162.115841,125.619564,82.221378
Smp_003980.1,17.981123,14.929734,21.366141,17.710537,23.528344,23.710481
Smp_003990.1,620.877826,576.840658,468.335812,1022.326165,551.151854,544.809738
Smp_004000.1,63.997816,49.90617,47.812105,42.228353,48.582993,33.10911
Smp_004060.1,1.378412,2.188189,0.815256,1.312664,1.099444,0.832227
Smp_004070.1,20.704978,20.010522,10.820582,29.272106,20.09073,18.935075
Smp_004080.1,6.785785,3.682817,2.972907,7.890583,4.547966,5.822012
Smp_004160.1,4.197077,6.150221,7.087636,2.954422,6.509336,8.002163
Smp_004170.1,8.751325,4.847527,2.978125,18.362944,6.056756,4.985061
Smp_004190.1,39.010988,21.620124,18.313099,52.957887,25.767784,21.717569
Smp_004200.1,31.981119,25.161769,28.466904,16.868422,33.811832,26.545411
Smp_004220.1,24.292732,20.27083,13.003619,38.069657,24.381829,13.560476
Smp_004260.1,42.982995,23.6432,30.426036,34.500768,29.419339,35.684608
Smp_004310.1,438.47555,240.259951,222.943119,500.847881,258.154054,190.207683
Smp_004350.1,37.752385,29.299518,34.041559,45.74902,33.123125,25.219255
Smp_004360.1,47.314135,45.306162,46.480067,62.474499,61.371839,46.980297
Smp_004420.1,8.920908,1.376034,2.288893,4.593633,2.246989,2.387177
Smp_004440.1,3.259794,2.521071,2.609605,3.9648,3.845931,4.833995
Smp_004470.1,72.966263,69.107937,63.324652,153.374454,65.17827,66.203467
Smp_004480.1,46.100583,34.826975,29.816687,45.180023,51.877982,30.976614
Smp_004480.2,3.991191,1.32632,1.35577,5.674287,2.512404,1.610526
Smp_004550.1,30.111723,22.508321,18.936344,39.940543,22.194585,16.237261
Smp_004590.1,9.33595,10.106324,9.605333,9.338336,10.540836,8.242504
Smp_004600.1,95.87728,63.068237,50.024772,82.946156,66.722422,44.626246
Smp_004630.1,8.412176,4.773769,4.514182,9.928951,4.033251,5.837696
Smp_004630.2,0.0,0.0,0.0,0.689143,1.648766,0.114747
Smp_004640.1,7.876894,4.430443,4.312238,5.168277,7.567848,4.277888
Smp_004680.1,691.886309,710.520539,656.341434,733.901243,859.833572,700.108624
Smp_004690.1,5.864441,14.933664,16.568184,9.70626,20.82633,21.175214
Smp_004690.2,15.732735,11.244461,33.791257,24.389803,54.622892,41.876781
Smp_004710.1,0.847767,0.513362,0.501124,1.514035,0.67297,0.663265
Smp_004730.1,2.719658,1.609438,1.379812,6.090019,1.55393,2.492938
Smp_004780.1,80.169037,50.203572,62.631399,57.779141,55.541242,49.687332
Smp_004810.1,135.077711,78.956581,59.740364,177.539853,75.804365,66.278598
Smp_004820.1,42.656119,16.341567,23.384974,58.823622,15.343811,17.435092
Smp_004910.1,30.551218,16.981147,14.28936,36.327874,13.444502,16.336521
Smp_004940.1,527.159258,318.137311,385.510321,541.412837,278.419996,218.091568
Smp_004990.1,64.75811,39.201155,35.632456,49.690504,37.580249,28.070518
Smp_005000.1,6.042444,2.990971,3.103561,8.633329,5.053105,3.931131
Smp_005010.1,8.258123,5.346484,6.933739,11.167789,7.428732,4.755398
Smp_005020.1,2.928756,2.15171,1.78772,4.488914,2.413337,2.276726
Smp_005070.1,14.128521,14.915984,9.25345,20.850967,12.260998,10.872651
Smp_005070.2,4.043417,1.197635,0.0,0.933981,0.0,0.0
Smp_005080.1,81.654358,69.269467,80.296717,66.855561,85.035111,59.192548
Smp_005140.1,0.0,0.155664,0.251316,0.460023,0.158869,0.243045
Smp_005160.1,8.097103,3.448912,3.749471,6.484604,2.56777,3.574904
Smp_005160.2,2.280999,0.337889,0.952302,6.803244,1.859535,1.347524
Smp_005180.1,34.605295,18.532261,16.828057,35.240826,21.324854,17.514799
Smp_005190.1,0.0,4.397322,0.0,2.806508,0.0,0.0
Smp_005190.2,25.972033,15.370057,14.853509,22.349622,22.483381,12.968263
Smp_005190.3,3.9129,0.0,2.211821,6.002693,2.903613,4.312178
Smp_005210.1,24.315157,13.640409,13.242233,26.535388,19.623287,14.328786
Smp_005230.1,76.265042,38.897534,31.13605,113.968583,35.3011,33.558509
Smp_005260.1,107.06898,119.998795,100.08309,137.953709,132.868391,113.134661
Smp_005260.2,14.637482,14.363564,7.241894,24.671939,16.292445,13.458358
Smp_005280.1,11.381513,3.876902,3.650282,10.244162,6.450218,3.749919
Smp_005290.1,97.218561,111.932871,68.078442,287.037187,87.668756,71.660452
Smp_005320.1,7.005011,6.444045,5.256278,11.693944,4.376729,4.036414
Smp_005330.1,30.207369,14.552751,15.248049,20.026651,20.339543,15.75274
Smp_005390.1,17.27985,11.377794,9.6622,14.357817,14.918505,10.62218
Smp_005470.1,0.826358,2.825393,2.238582,1.545985,4.272464,2.537891
Smp_005500.1,2.636131,1.558705,1.173699,2.959621,1.798295,0.881765
Smp_005520.1,236.812523,152.801965,161.17708,147.009341,206.646278,193.581595
Smp_005640.1,2.094696,0.596843,1.001131,2.435735,0.626537,1.775003
Smp_005670.1,80.578631,64.884629,57.933594,127.291233,65.151382,54.472865
Smp_005720.1,12.873798,8.761333,8.774026,27.989257,13.507093,10.833248
Smp_005780.1,11.754418,7.149765,8.681185,13.783768,9.419744,9.725537
Smp_005790.1,4.846678,2.663312,2.475664,14.526767,2.053701,2.425681
Smp_005880.1,74.764426,44.678788,36.371232,173.363332,45.802895,40.934684
Smp_005900.1,15.848863,10.700247,9.437167,18.594161,8.410148,7.914889
Smp_005910.1,58.46871,35.32879,32.167004,56.057571,31.522223,40.737154
Smp_005960.1,6.306325,3.611889,5.276696,8.888114,5.771708,5.364089
Smp_006000.1,55.24022,37.073155,32.003524,51.754493,40.478365,26.772711
Smp_006060.1,29.145398,12.561309,11.995877,67.67117,14.836964,12.508412
Smp_006190.1,34.986921,24.901781,22.693483,36.875381,20.929614,21.769516
Smp_006195.1,2.568841,0.394779,0.786428,7.651343,0.502473,0.0
Smp_006250.1,21.540131,14.715155,13.347253,26.538927,19.283309,17.442146
Smp_006320.1,59.572404,64.360764,45.905136,135.134951,94.0843,71.772118
Smp_006320.2,76.054462,59.021701,63.136139,36.692689,47.046824,48.0699
Smp_006340.1,55.490449,43.813507,42.503954,37.369627,56.740634,45.609852
Smp_006350.1,36.055704,20.301617,18.992403,29.562546,24.151661,22.735223
Smp_006390.1,868.30485,624.919784,537.387495,1106.218025,607.675508,485.723912
Smp_006440.1,18.956537,11.326999,10.027588,34.816949,12.844702,14.129537
Smp_006550.1,239.284465,299.744136,305.173237,206.814423,268.088566,238.294257
Smp_006560.1,630.674252,699.515217,536.483526,1720.240131,645.695803,676.474896
Smp_006590.1,18.106258,8.554083,13.235806,16.352969,12.370276,11.129871
Smp_006630.1,33.423561,20.057448,21.709872,24.123273,29.113528,17.667809
Smp_006680.1,20.632492,10.853228,10.619553,21.488571,15.138164,8.170198
Smp_006690.1,32.092399,36.252345,29.091476,29.551421,33.41278,30.919291
Smp_006700.1,20.761122,10.307348,11.385919,14.54574,10.996506,8.754706
Smp_006710.1,7.357665,4.043106,6.263755,8.205236,6.143687,5.640487
Smp_006720.1,3.043133,4.555178,2.125388,4.662123,3.680029,2.57037
Smp_006730.1,32.655192,18.387403,22.240112,140.502953,28.849923,27.037206
Smp_006750.1,26.807093,18.78704,16.126507,21.123765,31.491649,18.888666
Smp_006760.1,0.910086,0.889068,1.109155,0.839308,1.088849,0.578391
Smp_006780.1,4.382408,4.481879,3.632668,10.598176,4.369352,2.924431
Smp_006810.1,13.896911,8.609151,8.650586,24.137283,13.720334,9.219713
Smp_006830.1,86.597766,80.45088,79.936036,90.370674,103.833458,76.186925
Smp_006840.1,22.392185,19.771679,12.74985,32.271281,17.559845,14.833188
Smp_006850.1,128.710351,113.437407,83.31315,191.177264,114.006364,79.073224
Smp_006860.1,269.596686,284.987984,180.099357,620.667198,284.826813,242.664469
Smp_006920.1,10.129158,3.738048,3.441414,8.655155,3.347674,4.034307
Smp_006930.1,10.506167,7.277777,4.984758,12.591991,8.341803,6.968394
Smp_007000.1,0.590889,1.370951,0.444791,1.006945,1.207713,0.281648
Smp_007070.1,4.349251,1.315107,1.633236,5.098878,1.362835,1.684785
Smp_007170.1,29.897978,24.879295,16.284981,37.156736,21.186316,23.840692
Smp_007180.1,22.361988,20.351941,16.849453,22.939071,22.468168,21.146423
Smp_007180.2,5.917673,0.0,0.528864,4.799955,1.221303,0.585132
Smp_007190.1,8.689356,9.231439,8.658916,12.717199,7.060727,6.57164
Smp_007210.1,5.587419,3.589794,2.259528,8.097018,2.567891,2.800429
Smp_007260.1,70.135562,34.655677,30.503977,77.689108,42.727295,34.132105
Smp_007270.1,132.267232,107.88228,93.647028,285.251258,128.613639,122.299412
Smp_007290.1,21.088525,11.572445,10.788229,13.800781,12.563504,10.887453
Smp_007300.1,413.178879,411.012136,379.266471,675.017088,353.098247,278.292518
Smp_007330.1,1.181125,0.262238,0.415679,0.576924,0.535275,0.395795
Smp_007380.1,17.146823,14.453839,13.354828,15.78731,16.107531,12.388493
Smp_007450.1,21.824575,29.80031,30.012121,17.355991,37.344388,36.819271
Smp_007450.2,0.0,0.0,0.0,4.455719,0.635423,0.0
Smp_007500.1,57.413612,50.089858,43.301334,74.572362,51.419046,53.825573
Smp_007510.1,45.830422,33.544553,30.631922,42.407509,43.781772,35.525759
Smp_007540.1,19.675185,15.810655,17.290273,30.131437,18.350984,9.11601
Smp_007550.1,2.988351,1.766967,2.570834,2.54783,2.289471,2.239058
Smp_007570.1,0.0,0.0,0.151127,0.380369,0.0,0.267948
Smp_007630.1,54.140628,26.760443,30.744777,54.521359,25.593383,34.367899
Smp_007630.2,23.812769,36.360729,17.740594,30.451322,34.817283,8.322631
Smp_007650.1,27.47481,18.502332,19.137371,31.804592,20.520406,21.13941
Smp_007660.1,30.385811,21.176097,16.190972,25.78771,24.492879,19.00951
Smp_007660.2,10.428589,0.974072,2.006462,15.294712,3.94574,4.683169
Smp_007670.1,3.092177,2.552026,0.917294,1.436537,1.169401,1.179112
Smp_007690.1,4.598175,2.566847,1.789502,2.660234,5.042924,1.127173
Smp_007710.1,11.319292,5.818665,8.9724,10.310154,9.757829,11.993859
Smp_007730.1,69.56345,36.714978,27.244596,69.900481,44.778976,36.139435
Smp_007760.1,3.373948,0.507081,1.265217,2.122933,1.035045,1.022648
Smp_007890.1,27.820024,19.628219,23.785415,52.304428,29.175366,14.799308
Smp_007900.1,957.090137,454.879656,466.993061,859.035216,355.30511,306.491172
Smp_007960.1,7.739579,7.089266,5.503934,7.095218,9.815435,7.172768
Smp_007960.3,0.304814,0.674938,0.639051,0.461783,1.300009,0.94
Smp_007970.1,39.240453,46.903038,43.554406,34.615268,47.31648,34.4447
Smp_008070.1,2876.428277,2700.930775,2941.172971,3987.548837,3624.090209,3750.67186
Smp_008120.1,15.162528,7.574501,7.26319,14.093865,9.001698,7.271035
Smp_008140.1,5.430005,2.518248,3.186106,6.30965,3.72533,2.821303
Smp_008220.1,9.480204,3.569445,1.444235,7.887635,5.041046,2.811666
Smp_008230.1,9.810178,5.543395,7.548225,21.026151,7.641957,5.944866
Smp_008260.1,42.795518,23.763363,20.946541,35.549053,34.245606,30.192476
Smp_008290.1,8.353362,2.914445,2.762071,10.463015,5.189717,4.26875
Smp_008310.1,59.2389,58.60027,44.538515,119.60321,47.15067,45.114773
Smp_008320.1,93.472216,56.181031,45.976103,81.031904,75.250002,58.317421
Smp_008360.1,63.762372,51.32819,61.512532,51.677267,68.814756,53.173127
Smp_008400.1,0.965694,0.226638,0.0,1.024299,0.982324,0.303112
Smp_008430.1,67.019699,66.425255,65.032307,99.826382,62.170579,50.380815
Smp_008440.1,4.842839,1.673165,2.200562,5.80553,2.139437,1.52899
Smp_008450.1,0.155564,0.0,0.08922,0.499012,0.124081,0.158186
Smp_008470.1,69.901738,56.90616,51.822125,72.482859,68.991153,64.571187
Smp_008490.1,14.29168,10.842299,7.615652,20.03149,7.486097,11.116418
Smp_008500.1,33.265099,18.742,16.52824,40.661945,21.147428,19.508442
Smp_008545.1,208.179531,122.955056,128.936265,187.52619,128.584347,104.507198
Smp_008580.1,10.315145,4.292022,4.163095,14.660019,5.637383,4.05478
Smp_008610.1,39.858772,6.95326,7.29681,55.081303,5.89004,6.106732
Smp_008620.1,2.876731,0.947657,0.479614,2.982119,0.667014,1.144879
Smp_008660.1,49.03731,53.931552,43.819073,91.385996,58.606378,44.877469
Smp_008710.1,0.171521,0.069161,0.111688,0.292938,0.101668,0.08501
Smp_008770.1,24.653244,15.978734,20.427081,27.906655,23.350808,19.193288
Smp_008830.1,31.676121,21.919075,22.589225,28.443888,30.750654,23.963278
Smp_008850.1,1.281175,0.521494,0.183696,2.34595,0.936729,0.569962
Smp_008900.1,175.63666,134.976595,118.454671,152.991439,153.368893,127.282782
Smp_009020.1,0.50357,0.0,0.0,0.242299,0.351449,0.288032
Smp_009030.1,17.971534,7.315204,6.107908,18.335347,9.821715,6.747165
Smp_009070.1,14.577252,8.498421,7.191737,20.954114,10.22056,8.766265
Smp_009150.1,41.752813,32.14931,29.184448,31.76252,40.703349,30.994774
Smp_009230.1,1.939807,0.0,0.278131,3.266772,0.773611,0.0
Smp_009250.1,66.544428,51.825972,36.674723,57.28958,58.658715,50.302133
Smp_009310.1,741.670837,591.061422,528.207864,720.676877,583.726256,479.709168
Smp_009320.1,18.217764,22.780203,15.881436,34.945982,18.16349,17.13547
Smp_009340.1,20.438529,8.221504,10.5153,22.914479,12.945794,11.512168
Smp_009390.1,107.709024,100.046707,80.50827,170.203202,72.178915,66.881768
Smp_009400.1,43.034049,31.561902,29.50912,42.559667,36.035724,29.547515
Smp_009420.1,3.168335,2.995608,2.937765,3.388314,2.276919,2.769
Smp_009430.1,5.606252,5.91527,3.226185,8.540373,4.777046,3.423113
Smp_009520.1,28.471533,23.475013,18.484529,22.229639,30.385136,25.303552
Smp_009540.1,38.893129,20.039717,11.38947,49.30891,20.713439,24.767244
Smp_009550.1,13.175536,6.074075,5.773488,10.886508,7.379935,6.698808
Smp_009560.1,20.188794,10.131444,10.111575,20.503851,14.06248,10.950017
Smp_009600.1,2.230112,3.168885,3.313828,3.031427,2.789442,3.1328
Smp_009630.1,0.554354,0.045129,0.105978,0.726112,0.092117,0.082206
Smp_009650.1,210.787824,182.442664,149.32953,523.184522,152.712312,157.075257
Smp_009690.1,301.877837,205.40852,212.728981,277.537446,170.851097,153.082668
Smp_009760.1,485.350643,367.106434,395.608639,614.532351,377.608366,310.483383
Smp_009800.1,5.647439,5.666123,3.567209,4.61458,4.778414,5.199408
Smp_009810.1,0.661616,0.484752,1.185787,0.63669,1.18736,0.756863
Smp_009830.1,45.742127,24.906803,12.364469,65.607316,11.812664,10.675145
Smp_009990.1,14.281065,7.742579,6.732525,15.445931,12.031922,9.427752
Smp_010090.1,74.964945,52.796364,60.429273,84.723404,65.268548,62.323456
Smp_010100.1,15.709276,11.814352,7.222014,15.149836,14.719349,12.043938
Smp_010110.1,8.877238,5.641639,4.893709,12.652761,6.734423,5.300533
Smp_010140.1,37.752385,48.969125,27.786573,32.327065,45.920696,29.21808
Smp_010160.1,117.662954,84.062794,71.499569,104.72836,62.943785,59.931199
Smp_010230.1,25.657199,13.676115,13.10316,26.581734,16.960042,14.649679
Smp_010250.1,38.849662,19.354667,17.472641,37.554687,20.260821,22.692572
Smp_010260.1,45.492494,35.292071,32.306807,27.426013,43.542686,34.55841
Smp_010280.1,17.56919,10.653168,14.680186,29.126207,17.33564,16.825749
Smp_010290.1,49.256696,29.876167,28.405085,62.159557,37.812865,31.923544
Smp_010370.1,323.264308,262.468436,361.513933,68.543573,397.860619,227.554886
Smp_010380.1,2.112072,1.582499,1.06449,19.007223,1.295491,1.366282
Smp_010400.1,15.270603,8.098308,6.005518,16.094851,9.396067,5.434798
Smp_010450.1,0.0,1.117076,1.530234,0.427935,0.608041,0.678275
Smp_010450.2,0.0,0.0,0.0,0.0,0.0,0.0
Smp_010550.1,0.0,0.0,2.938705,9.328144,0.0,1.296654
Smp_010550.2,0.0,0.0,0.0,39.539037,31.61837,3.445571
