"sample","PC1","PC2"
"SRR1140763",-70.4679942464705,-68.8488331322149
"SRR1140994",51.9827121967734,14.2907328178119
"SRR1140995",68.6099988114644,8.45986925836739
"SRR1142421",-115.561339138895,55.6073347668476
"SRR1142422",18.3154437075703,-24.2728192674405
"SRR1142423",47.1211786695569,14.7637155566285
