gene,degree,weighted_degree,mean_log_expression,variance_log_expression,hub_status
Smp_304890.1,5,4.938551793850838,1.4198714092422038,0.9801983312789481,non_hub
Smp_060620.1,5,4.9357710901551215,0.8828747632236191,1.5550939993732475,non_hub
Smp_131390.1,5,4.93080261485749,2.285418495645005,1.1573478490668057,non_hub
Smp_127680.1,5,4.929146297705205,1.426052606062123,0.772577565639058,non_hub
Smp_173380.1,5,4.9261678729907405,1.0006873791011657,0.7634783048294954,non_hub
Smp_171140.1,5,4.925264779078557,1.460397796268134,0.9715729371348146,non_hub
Smp_305620.1,5,4.924203137350072,2.3840599071488033,2.6137157043466366,non_hub
Smp_054620.3,5,4.922759952913858,1.1943199060598975,0.8105832454615491,non_hub
Smp_323200.1,5,4.916247581646923,5.873631623418167,1.602222312083813,non_hub
Smp_327370.1,5,4.913535538939992,1.1514008822226718,1.6431234655380222,non_hub
Smp_053550.1,5,4.90923453203155,1.1800447188938918,1.4767480555239627,non_hub
Smp_304890.2,5,4.907280126327736,1.0978476411641789,0.7648976486940032,non_hub
Smp_331190.1,5,4.899812338428333,3.29152087554658,1.4080918078972229,non_hub
Smp_019840.2,5,4.889156640909337,3.4883087674603743,1.6367586293497178,non_hub
Smp_332840.1,4,3.972877925132562,1.1168966755010146,1.549904623651375,non_hub
Smp_211020.1,4,3.9684808418924034,0.7999754200067484,0.8838754656449281,non_hub
Smp_019840.1,4,3.9652172134441415,3.2231294385102283,1.396315703623044,non_hub
Smp_302310.2,4,3.963633212533127,2.038421776349284,0.8404553233455235,non_hub
Smp_335370.1,4,3.961147565242787,0.9920962010014255,1.0591475171574878,non_hub
Smp_170770.1,4,3.95769053174864,1.2374533815056639,1.0408214374914693,non_hub
Smp_173320.2,4,3.953917075848625,2.2883172111095367,2.7855267437285565,non_hub
Smp_332090.1,4,3.9538843976194005,1.347843589767267,1.219681989105862,non_hub
Smp_163600.1,4,3.9506926047327213,1.020261516712687,1.430447146776676,non_hub
Smp_170770.2,4,3.948399304517087,0.8370911428943302,0.9371279004314724,non_hub
Smp_212190.2,4,3.946590456087199,1.5901007538720222,2.6326794370220763,non_hub
Smp_317510.1,4,3.94656831600257,0.8528302134993394,1.1608769146668394,non_hub
