glay,degree,hub_status,mean_log_expression,gene,selected,shared name,variance_log_expression,weighted_degree,rede,gene_busca,motivo_prioridade
4,3,non_hub,2.486187100012594,Smp_335670.1,False,Smp_335670.1,0.8402590963931175,2.944957585649899,negativa,Smp_335670,top5_por_glay
4,2,non_hub,4.471180102995437,Smp_049230.1,False,Smp_049230.1,1.39684439764177,1.9892061507676568,negativa,Smp_049230,top5_por_glay
4,2,non_hub,0.9747664064606252,Smp_348240.1,False,Smp_348240.1,0.842112522309925,1.9854972820977488,negativa,Smp_348240,top5_por_glay
4,2,non_hub,2.615798054725333,Smp_343170.2,False,Smp_343170.2,1.8236356164025889,1.9665605795033507,negativa,Smp_343170,top5_por_glay
4,1,non_hub,3.069432400025124,Smp_335110.1,False,Smp_335110.1,0.9676145846356652,0.97468813747664,negativa,Smp_335110,top5_por_glay
7,8,non_hub,2.036458694357409,Smp_084180.1,False,Smp_084180.1,5.7536074082622575,7.826678792511607,negativa,Smp_084180,top5_por_glay
8,2,non_hub,0.7522975586862775,Smp_328440.1,False,Smp_328440.1,1.175090748870511,1.965962327726795,negativa,Smp_328440,top5_por_glay
8,1,non_hub,1.9701114873706551,Smp_150230.2,False,Smp_150230.2,0.9175064683980212,0.9852751773342268,negativa,Smp_150230,top5_por_glay
8,1,non_hub,5.759717210693752,Smp_348100.1,False,Smp_348100.1,14.967345533140431,0.9806871503925684,negativa,Smp_348100,top5_por_glay
9,5,non_hub,3.433590134821926,Smp_046060.2,False,Smp_046060.2,0.7915133866920531,4.91674173107327,negativa,Smp_046060,top5_por_glay
9,4,non_hub,2.521567599629824,Smp_130520.1,False,Smp_130520.1,0.9314042953419892,3.951835688583716,negativa,Smp_130520,top5_por_glay
9,4,non_hub,1.1685174432337038,Smp_246050.3,False,Smp_246050.3,0.977226046167226,3.944635880047581,negativa,Smp_246050,top5_por_glay
9,4,non_hub,1.982473535391348,Smp_345970.1,False,Smp_345970.1,0.7452564060451858,3.943847901107168,negativa,Smp_345970,top5_por_glay
9,3,non_hub,4.23632168363265,Smp_000500.1,False,Smp_000500.1,1.3230595867065378,2.9845369557911634,negativa,Smp_000500,top5_por_glay
10,3,non_hub,2.518613096978831,Smp_346380.2,False,Smp_346380.2,1.3422014272361764,2.9628154108597218,negativa,Smp_346380,top5_por_glay
10,2,non_hub,6.126212035313886,Smp_323250.1,False,Smp_323250.1,2.1618705924849007,1.9974582769939355,negativa,Smp_323250,top5_por_glay
10,2,non_hub,0.9699298010466918,Smp_051670.1,False,Smp_051670.1,0.8935241592044928,1.9940865211033816,negativa,Smp_051670,top5_por_glay
10,2,non_hub,1.6622734700746378,Smp_085830.1,False,Smp_085830.1,1.724491368810761,1.987141795434268,negativa,Smp_085830,top5_por_glay
10,1,non_hub,2.424983809597048,Smp_331380.1,False,Smp_331380.1,0.8412220316090323,0.9723018595349004,negativa,Smp_331380,top5_por_glay
12,7,non_hub,2.4425608656372324,Smp_204370.1,False,Smp_204370.1,7.96385723602367,6.908237770063475,negativa,Smp_204370,top5_por_glay
12,6,non_hub,3.037104176122709,Smp_328910.1,False,Smp_328910.1,0.7364648362762388,5.954985689084139,negativa,Smp_328910,top5_por_glay
12,6,non_hub,2.837948444743218,Smp_017470.1,False,Smp_017470.1,1.6988093639029038,5.9527663303727225,negativa,Smp_017470,top5_por_glay
12,6,non_hub,0.8170068312364553,Smp_246970.2,False,Smp_246970.2,0.8974063003507147,5.942895248174166,negativa,Smp_246970,top5_por_glay
