source,target,correlation,abs_correlation,interaction,relation,edge_width
Smp_020450.2,Smp_328620.2,-0.9826809279292403,0.9826809279292403,coexpressao_negativa,negativa,0.9826809279292403
Smp_326770.2,Smp_017470.2,-0.9837332009264724,0.9837332009264724,coexpressao_negativa,negativa,0.9837332009264724
Smp_326770.2,Smp_005190.3,-0.9716523933212299,0.9716523933212299,coexpressao_negativa,negativa,0.9716523933212299
Smp_326770.2,Smp_131680.2,-0.9794406736295087,0.9794406736295087,coexpressao_negativa,negativa,0.9794406736295087
Smp_326770.2,Smp_000790.2,-0.9853994198558428,0.9853994198558428,coexpressao_negativa,negativa,0.9853994198558428
Smp_326770.2,Smp_244890.1,-0.999458121247915,0.999458121247915,coexpressao_negativa,negativa,0.999458121247915
Smp_326770.2,Smp_130520.4,-0.9742142561683156,0.9742142561683156,coexpressao_negativa,negativa,0.9742142561683156
Smp_326770.2,Smp_304890.2,-0.985759656096757,0.985759656096757,coexpressao_negativa,negativa,0.985759656096757
Smp_326770.2,Smp_336340.1,-0.9846459645160407,0.9846459645160407,coexpressao_negativa,negativa,0.9846459645160407
Smp_173320.2,Smp_051000.1,-0.9723963932930211,0.9723963932930211,coexpressao_negativa,negativa,0.9723963932930211
Smp_173320.2,Smp_170910.1,-0.9781746048719884,0.9781746048719884,coexpressao_negativa,negativa,0.9781746048719884
Smp_173320.2,Smp_322930.1,-0.9975533127744375,0.9975533127744375,coexpressao_negativa,negativa,0.9975533127744375
Smp_173320.2,Smp_192010.1,-0.9852457555318612,0.9852457555318612,coexpressao_negativa,negativa,0.9852457555318612
Smp_173320.2,Smp_201340.1,-0.970202898809414,0.970202898809414,coexpressao_negativa,negativa,0.970202898809414
Smp_173320.2,Smp_040710.2,-0.9723930992395606,0.9723930992395606,coexpressao_negativa,negativa,0.9723930992395606
Smp_173320.2,Smp_020450.1,-0.9993725762521507,0.9993725762521507,coexpressao_negativa,negativa,0.9993725762521507
Smp_173320.2,Smp_058050.1,-0.9807402622147324,0.9807402622147324,coexpressao_negativa,negativa,0.9807402622147324
Smp_173320.2,Smp_141290.1,-0.9728875452535032,0.9728875452535032,coexpressao_negativa,negativa,0.9728875452535032
Smp_133590.3,Smp_164270.2,-0.9858522908290878,0.9858522908290878,coexpressao_negativa,negativa,0.9858522908290878
Smp_133590.3,Smp_017470.1,-0.9953765548148158,0.9953765548148158,coexpressao_negativa,negativa,0.9953765548148158
Smp_133590.3,Smp_349140.1,-0.9840663937059928,0.9840663937059928,coexpressao_negativa,negativa,0.9840663937059928
Smp_133590.3,Smp_074390.1,-0.9916627489265928,0.9916627489265928,coexpressao_negativa,negativa,0.9916627489265928
Smp_133590.3,Smp_328910.1,-0.9985144352348477,0.9985144352348477,coexpressao_negativa,negativa,0.9985144352348477
Smp_133590.3,Smp_028210.2,-0.9829458252046342,0.9829458252046342,coexpressao_negativa,negativa,0.9829458252046342
Smp_212190.2,Smp_047870.2,-0.9715123851355787,0.9715123851355787,coexpressao_negativa,negativa,0.9715123851355787
Smp_212190.2,Smp_179970.1,-0.990550830909192,0.990550830909192,coexpressao_negativa,negativa,0.990550830909192
Smp_305620.1,Smp_155320.1,-0.9928488221794044,0.9928488221794044,coexpressao_negativa,negativa,0.9928488221794044
Smp_319450.1,Smp_017710.1,-0.9740117873791246,0.9740117873791246,coexpressao_negativa,negativa,0.9740117873791246
Smp_319450.1,Smp_347540.2,-0.9897060252963978,0.9897060252963978,coexpressao_negativa,negativa,0.9897060252963978
Smp_348840.2,Smp_017710.1,-0.9845710614396571,0.9845710614396571,coexpressao_negativa,negativa,0.9845710614396571
Smp_348840.2,Smp_335380.1,-0.9762900452986465,0.9762900452986465,coexpressao_negativa,negativa,0.9762900452986465
Smp_348840.2,Smp_302310.2,-0.985683351178498,0.985683351178498,coexpressao_negativa,negativa,0.985683351178498
Smp_348840.2,Smp_347540.2,-0.9948242458258252,0.9948242458258252,coexpressao_negativa,negativa,0.9948242458258252
Smp_319120.2,Smp_213510.1,-0.981303065950428,0.981303065950428,coexpressao_negativa,negativa,0.981303065950428
Smp_319120.2,Smp_316910.1,-0.9917547424748584,0.9917547424748584,coexpressao_negativa,negativa,0.9917547424748584
Smp_319120.2,Smp_140260.1,-0.9837864534258219,0.9837864534258219,coexpressao_negativa,negativa,0.9837864534258219
Smp_246790.1,Smp_017710.1,-0.9943008188874007,0.9943008188874007,coexpressao_negativa,negativa,0.9943008188874007
Smp_246790.1,Smp_060620.1,-0.9828072333787958,0.9828072333787958,coexpressao_negativa,negativa,0.9828072333787958
Smp_246790.1,Smp_122790.2,-0.9863592876461025,0.9863592876461025,coexpressao_negativa,negativa,0.9863592876461025
Smp_246790.1,Smp_335380.1,-0.9702351086290855,0.9702351086290855,coexpressao_negativa,negativa,0.9702351086290855
Smp_246790.1,Smp_302310.2,-0.9981697543428102,0.9981697543428102,coexpressao_negativa,negativa,0.9981697543428102
Smp_246790.1,Smp_347540.2,-0.9898505124184711,0.9898505124184711,coexpressao_negativa,negativa,0.9898505124184711
Smp_316860.1,Smp_319970.1,-0.9896308702039902,0.9896308702039902,coexpressao_negativa,negativa,0.9896308702039902
Smp_316860.1,Smp_318260.2,-0.9707053741911287,0.9707053741911287,coexpressao_negativa,negativa,0.9707053741911287
Smp_316860.1,Smp_245600.2,-0.983554731927443,0.983554731927443,coexpressao_negativa,negativa,0.983554731927443
Smp_051000.1,Smp_331440.1,-0.9856602988355712,0.9856602988355712,coexpressao_negativa,negativa,0.9856602988355712
