gene,degree,weighted_degree,mean_log_expression,variance_log_expression,hub_status
Smp_247700.1,2,1.983851433025123,0.9916450061995761,1.6853886737270287,non_hub
Smp_327820.1,2,1.9837358119180943,1.36037700947809,3.5616874651525623,non_hub
Smp_179390.1,2,1.9798123074628042,5.727835011110378,0.7775989475581406,non_hub
Smp_304890.1,2,1.9796884389349634,1.4198714092422038,0.9801983312789481,non_hub
Smp_201530.1,2,1.9794237432675432,0.9879767623645328,1.4665726308351683,non_hub
Smp_335135.1,2,1.9747627520652766,10.789647742658456,2.0040488882440184,non_hub
Smp_332090.1,2,1.9742269087260556,1.347843589767267,1.219681989105862,non_hub
Smp_346960.1,2,1.974072206821398,3.375008159169228,0.7834355780145851,non_hub
Smp_140200.2,2,1.9718716348456056,1.6809186413805541,0.7742532297942563,non_hub
Smp_247660.1,2,1.9715034107122702,4.320427033241758,8.84057992655008,non_hub
Smp_313630.1,2,1.9712877454555071,2.2661972192212034,1.0021448376291389,non_hub
Smp_323320.1,2,1.9710963228898084,9.725989031894601,2.0021952963349157,non_hub
Smp_323270.2,2,1.9706368960020149,6.954015399767719,1.5132516300467274,non_hub
Smp_324700.1,2,1.9697183590044278,2.3978309465593965,1.2709653660312854,non_hub
Smp_332840.1,2,1.9674855849397712,1.1168966755010146,1.549904623651375,non_hub
Smp_343170.2,2,1.9665605795033507,2.6157980547253326,1.8236356164025886,non_hub
Smp_328440.1,2,1.965962327726795,0.7522975586862775,1.1750907488705107,non_hub
Smp_331190.1,2,1.963779472093707,3.29152087554658,1.4080918078972229,non_hub
Smp_319450.1,2,1.9637178126755224,2.3346032278174897,2.5757143086595407,non_hub
Smp_212190.2,2,1.9620632160447706,1.5901007538720222,2.6326794370220763,non_hub
Smp_323440.1,2,1.961077568210336,14.426452228493808,1.8986820880545334,non_hub
Smp_304890.2,2,1.9605847362602393,1.0978476411641789,0.7648976486940032,non_hub
Smp_320100.1,2,1.960516052715571,0.9746569761367138,0.9928608678277513,non_hub
Smp_167840.1,2,1.9598128666890107,0.9918356021851878,1.7114931528713333,non_hub
Smp_086330.2,2,1.9579609966599736,1.827850117459881,0.6977314464696794,non_hub
Smp_309730.1,2,1.955552240634286,1.0649804995567678,1.6771556710838214,non_hub
Smp_001890.1,2,1.9529629636993406,1.329573512883449,1.1426267558320888,non_hub
Smp_341160.2,2,1.9522204843195872,1.5307597507188098,3.397944865559112,non_hub
Smp_307220.3,2,1.9512027415926672,1.2203358830306323,1.0887469759639927,non_hub
Smp_246970.1,1,0.998020193754394,1.1660931370407357,1.171415910048901,non_hub
Smp_097940.1,1,0.9978712525845083,1.92961280957849,1.7006491670651187,non_hub
