"__glayCluster","degree","hub_status","mean_log_expression","name","selected","shared name","variance_log_expression","weighted_degree"
"6","6","non_hub","1.4245910753864717","Smp_131680.2","false","Smp_131680.2","1.0988103798778686","5.8983947582955825"
"6","5","non_hub","3.658611787905585","Smp_000790.2","false","Smp_000790.2","1.0053716577140408","4.948445376378178"
"6","3","non_hub","1.2363674843826464","Smp_244890.1","false","Smp_244890.1","0.8449396503595207","2.956552638074707"
"6","8","non_hub","1.2564738139432852","Smp_130520.4","false","Smp_130520.4","0.7665259246038149","7.86272006781469"
"6","2","non_hub","1.0978476411641789","Smp_304890.2","false","Smp_304890.2","0.7648976486940032","1.9605847362602393"
"6","6","non_hub","1.8591121860074133","Smp_336340.1","false","Smp_336340.1","0.7073870335431929","5.90308016568307"
"11","4","non_hub","1.2464697657334831","Smp_051000.1","false","Smp_051000.1","2.417278852306414","3.9000923761701904"
"11","4","non_hub","1.0352114845163811","Smp_170910.1","false","Smp_170910.1","1.7209319789144348","3.9138892205638087"
"11","3","non_hub","0.8246972804758568","Smp_201340.1","false","Smp_201340.1","1.047911736242035","2.9269305833246877"
"11","4","non_hub","1.0430013526681843","Smp_040710.2","false","Smp_040710.2","1.0135328838189284","3.948258770292501"
"11","4","non_hub","2.4277448673056354","Smp_058050.1","false","Smp_058050.1","0.7313660191318455","3.957657269939843"
"11","4","non_hub","0.6730060822018242","Smp_141290.1","false","Smp_141290.1","0.706331948739603","3.900748954604742"
"12","6","non_hub","1.4249064158144247","Smp_133590.3","false","Smp_133590.3","2.7457322092860994","5.938418248715971"
"5","2","non_hub","1.5901007538720222","Smp_212190.2","false","Smp_212190.2","2.6326794370220763","1.9620632160447706"
"5","4","non_hub","1.5591379851352491","Smp_047870.2","false","Smp_047870.2","2.0372528902376934","3.935674096722163"
"11","8","non_hub","3.113658091689964","Smp_179970.1","false","Smp_179970.1","0.8489172833557399","7.885175593889611"
"1","1","non_hub","2.3840599071488033","Smp_305620.1","false","Smp_305620.1","2.6137157043466366","0.9928488221794044"
"5","2","non_hub","2.3346032278174897","Smp_319450.1","false","Smp_319450.1","2.5757143086595407","1.9637178126755224"
"5","4","non_hub","2.362651557493697","Smp_348840.2","false","Smp_348840.2","2.5493656687556356","3.9413687037426266"
"7","10","non_hub","1.7437942380632432","Smp_213510.1","false","Smp_213510.1","2.098198389340714","9.862825331834879"
"5","6","non_hub","2.368756531406394","Smp_246790.1","false","Smp_246790.1","2.5090717354917116","5.921722715302665"
"2","3","non_hub","2.258066134401191","Smp_316860.1","false","Smp_316860.1","2.4299593353013806","2.943890976322562"
"2","3","non_hub","0.9896810530233189","Smp_318260.2","false","Smp_318260.2","0.8801454016522966","2.926867715316493"
"6","10","non_hub","2.07149804908858","Smp_348790.2","false","Smp_348790.2","2.416731476393506","9.887770498929875"
"5","5","non_hub","1.4584821776884966","Smp_055090.3","false","Smp_055090.3","1.2176139002418898","4.923706052880799"
"5","4","non_hub","3.2348830304459844","Smp_088420.1","false","Smp_088420.1","1.0504426288302318","3.9316058678189547"
"5","5","non_hub","1.4016436914182215","Smp_146150.1","false","Smp_146150.1","1.009630678679429","4.89113306732059"
"9","5","non_hub","3.433590134821926","Smp_046060.2","false","Smp_046060.2","0.7915133866920531","4.91674173107327"
"1","3","non_hub","2.186579687203941","Smp_323280.1","false","Smp_323280.1","2.2083400010863126","2.9914514586710763"
"1","4","non_hub","2.143305792470051","Smp_023940.2","false","Smp_023940.2","2.0425821382552054","3.9404128584855735"
"1","5","non_hub","1.9610181233405188","Smp_051000.2","false","Smp_051000.2","1.712999526058657","4.920899335787754"
"1","4","non_hub","1.3353095584916448","Smp_152290.1","false","Smp_152290.1","0.7952592633603442","3.9265807442005984"
"11","5","non_hub","1.623204897553845","Smp_196880.1","false","Smp_196880.1","2.17506431166777","4.965845041489227"
"11","1","non_hub","2.910622593865093","Smp_205300.2","false","Smp_205300.2","0.7959474464841169","0.9964720413443652"
"10","2","non_hub","6.126212035313886","Smp_323250.1","false","Smp_323250.1","2.1618705924849007","1.9974582769939353"
"10","3","non_hub","2.518613096978831","Smp_346380.2","false","Smp_346380.2","1.3422014272361764","2.9628154108597218"
"10","2","non_hub","0.9699298010466918","Smp_051670.1","false","Smp_051670.1","0.8935241592044928","1.9940865211033816"
"7","2","non_hub","10.789647742658456","Smp_335135.1","false","Smp_335135.1","2.0040488882440184","1.9747627520652766"
"7","2","non_hub","9.725989031894601","Smp_323320.1","false","Smp_323320.1","2.0021952963349157","1.9710963228898084"
"7","2","non_hub","7.826894507054435","Smp_323270.1","false","Smp_323270.1","1.964296656430984","1.9861268869282167"
"7","2","non_hub","14.426452228493808","Smp_323440.1","false","Smp_323440.1","1.8986820880545334","1.961077568210336"
"7","2","non_hub","9.221745527498403","Smp_319290.1","false","Smp_319290.1","1.8962764906309113","1.9861666887847753"
"7","1","non_hub","11.17223836093696","Smp_335130.1","false","Smp_335130.1","1.8810557068154843","0.9875513226854755"
