source,target,correlation,abs_correlation,relation,interaction,edge_width,edge_sign
Smp_246790.1,Smp_194370.1,0.9506178055700296,0.9506178055700296,positive,positive,0.9506178055700296,positive
Smp_246790.1,Smp_000790.2,0.9558591352667722,0.9558591352667722,positive,positive,0.9558591352667722,positive
Smp_246790.1,Smp_331170.2,0.9935613287713678,0.9935613287713678,positive,positive,0.9935613287713678,positive
Smp_246790.1,Smp_149380.2,0.982640233941675,0.982640233941675,positive,positive,0.982640233941675,positive
Smp_246790.1,Smp_302270.1,0.9930553746291928,0.9930553746291928,positive,positive,0.9930553746291928,positive
Smp_246790.1,Smp_063530.2,0.9800559706578932,0.9800559706578932,positive,positive,0.9800559706578932,positive
Smp_246790.1,Smp_004690.2,0.9767591899557786,0.9767591899557786,positive,positive,0.9767591899557786,positive
Smp_246790.1,Smp_041500.2,0.9829040982434832,0.9829040982434832,positive,positive,0.9829040982434832,positive
Smp_246790.1,Smp_019690.1,0.9867906975923424,0.9867906975923424,positive,positive,0.9867906975923424,positive
Smp_246790.1,Smp_302310.2,-0.9981697543428102,0.9981697543428102,negative,negative,0.9981697543428102,negative
Smp_246790.1,Smp_029210.2,0.980441069166294,0.980441069166294,positive,positive,0.980441069166294,positive
Smp_246790.1,Smp_347540.2,-0.9898505124184712,0.9898505124184712,negative,negative,0.9898505124184712,negative
Smp_246790.1,Smp_323810.1,-0.9719798242002338,0.9719798242002338,negative,negative,0.9719798242002338,negative
Smp_246790.1,Smp_323090.1,0.9515203609908895,0.9515203609908895,positive,positive,0.9515203609908895,positive
Smp_246790.1,Smp_319250.1,-0.9799283167938916,0.9799283167938916,negative,negative,0.9799283167938916,negative
Smp_246790.1,Smp_066970.1,0.9965046234784376,0.9965046234784376,positive,positive,0.9965046234784376,positive
Smp_246790.1,Smp_177100.1,0.99214695889829,0.99214695889829,positive,positive,0.99214695889829,positive
Smp_246790.1,Smp_247860.1,0.9660102302497732,0.9660102302497732,positive,positive,0.9660102302497732,positive
Smp_246790.1,Smp_267070.1,0.974648007408466,0.974648007408466,positive,positive,0.974648007408466,positive
Smp_246790.1,Smp_145290.1,-0.9762186854635916,0.9762186854635916,negative,negative,0.9762186854635916,negative
Smp_246790.1,Smp_063380.1,0.9633828419152684,0.9633828419152684,positive,positive,0.9633828419152684,positive
Smp_246790.1,Smp_324080.1,0.9765484155360364,0.9765484155360364,positive,positive,0.9765484155360364,positive
Smp_246790.1,Smp_204390.1,0.9820813000194384,0.9820813000194384,positive,positive,0.9820813000194384,positive
Smp_246790.1,Smp_028800.1,0.9630980579762524,0.9630980579762524,positive,positive,0.9630980579762524,positive
Smp_246790.1,Smp_329700.1,0.974913211438793,0.974913211438793,positive,positive,0.974913211438793,positive
Smp_246790.1,Smp_138290.1,0.9967574735892772,0.9967574735892772,positive,positive,0.9967574735892772,positive
Smp_246790.1,Smp_201330.1,0.9908608312181132,0.9908608312181132,positive,positive,0.9908608312181132,positive
Smp_246790.1,Smp_172440.1,0.98397862692465,0.98397862692465,positive,positive,0.98397862692465,positive
Smp_246790.1,Smp_336870.2,0.9757891979868684,0.9757891979868684,positive,positive,0.9757891979868684,positive
Smp_246790.1,Smp_349300.1,0.9812282353579046,0.9812282353579046,positive,positive,0.9812282353579046,positive
Smp_316860.1,Smp_319970.1,-0.9896308702039902,0.9896308702039902,negative,negative,0.9896308702039902,negative
Smp_316860.1,Smp_019840.2,0.9713274399153732,0.9713274399153732,positive,positive,0.9713274399153732,positive
Smp_316860.1,Smp_163570.2,0.983968595764392,0.983968595764392,positive,positive,0.983968595764392,positive
Smp_316860.1,Smp_304890.1,0.9934699660857068,0.9934699660857068,positive,positive,0.9934699660857068,positive
Smp_316860.1,Smp_171140.1,0.9868516492051136,0.9868516492051136,positive,positive,0.9868516492051136,positive
Smp_316860.1,Smp_007630.2,0.959286938645653,0.959286938645653,positive,positive,0.959286938645653,positive
Smp_316860.1,Smp_318260.2,-0.9707053741911288,0.9707053741911288,negative,negative,0.9707053741911288,negative
Smp_316860.1,Smp_331600.1,0.9815318399776634,0.9815318399776634,positive,positive,0.9815318399776634,positive
Smp_316860.1,Smp_337670.1,0.9721210993383405,0.9721210993383405,positive,positive,0.9721210993383405,positive
Smp_316860.1,Smp_245600.2,-0.983554731927443,0.983554731927443,negative,negative,0.983554731927443,negative
Smp_316860.1,Smp_019350.1,-0.9521185995799054,0.9521185995799054,negative,negative,0.9521185995799054,negative
Smp_316860.1,Smp_212190.1,0.98143714092233,0.98143714092233,positive,positive,0.98143714092233,positive
Smp_316860.1,Smp_342620.1,-0.967059214462101,0.967059214462101,negative,negative,0.967059214462101,negative
Smp_316860.1,Smp_319270.2,-0.9564963523221246,0.9564963523221246,negative,negative,0.9564963523221246,negative
Smp_316860.1,Smp_316530.1,-0.993169037316955,0.993169037316955,negative,negative,0.993169037316955,negative
Smp_316860.1,Smp_313760.1,0.997590077000076,0.997590077000076,positive,positive,0.997590077000076,positive
Smp_316860.1,Smp_025150.2,-0.9804351898805715,0.9804351898805715,negative,negative,0.9804351898805715,negative
Smp_316860.1,Smp_314350.1,0.9735229017019902,0.9735229017019902,positive,positive,0.9735229017019902,positive
Smp_316860.1,Smp_123840.1,-0.9916970793860956,0.9916970793860956,negative,negative,0.9916970793860956,negative
Smp_316860.1,Smp_096790.1,0.9690070646109232,0.9690070646109232,positive,positive,0.9690070646109232,positive
Smp_316860.1,Smp_020120.2,-0.9800764347574784,0.9800764347574784,negative,negative,0.9800764347574784,negative
Smp_051000.1,Smp_170910.1,0.9993237585455932,0.9993237585455932,positive,positive,0.9993237585455932,positive
Smp_051000.1,Smp_309730.1,0.9976299018114344,0.9976299018114344,positive,positive,0.9976299018114344,positive
Smp_051000.1,Smp_331440.1,-0.9856602988355712,0.9856602988355712,negative,negative,0.9856602988355712,negative
Smp_051000.1,Smp_322930.1,0.9725518692838332,0.9725518692838332,positive,positive,0.9725518692838332,positive
Smp_051000.1,Smp_192010.1,0.968143602255716,0.968143602255716,positive,positive,0.968143602255716,positive
Smp_051000.1,Smp_318200.2,0.9591553121669916,0.9591553121669916,positive,positive,0.9591553121669916,positive
Smp_051000.1,Smp_201340.1,0.9999265030721164,0.9999265030721164,positive,positive,0.9999265030721164,positive
Smp_051000.1,Smp_332600.2,-0.970501687558358,0.970501687558358,negative,negative,0.970501687558358,negative
Smp_051000.1,Smp_040710.2,0.9803311166838558,0.9803311166838558,positive,positive,0.9803311166838558,positive
Smp_051000.1,Smp_054620.3,-0.9715339964832403,0.9715339964832403,negative,negative,0.9715339964832403,negative
Smp_051000.1,Smp_020450.1,0.9675422831857812,0.9675422831857812,positive,positive,0.9675422831857812,positive
Smp_051000.1,Smp_058140.3,-0.9665212175742136,0.9665212175742136,negative,negative,0.9665212175742136,negative
Smp_051000.1,Smp_346960.1,0.954423303426894,0.954423303426894,positive,positive,0.954423303426894,positive
Smp_051000.1,Smp_058050.1,0.9909448077351444,0.9909448077351444,positive,positive,0.9909448077351444,positive
Smp_051000.1,Smp_061250.2,0.9722727490864328,0.9722727490864328,positive,positive,0.9722727490864328,positive
Smp_051000.1,Smp_141290.1,0.9999960002258694,0.9999960002258694,positive,positive,0.9999960002258694,positive
Smp_051000.1,Smp_243760.1,0.956208185663686,0.956208185663686,positive,positive,0.956208185663686,positive
Smp_051000.1,Smp_335180.1,-0.953739208619548,0.953739208619548,negative,negative,0.953739208619548,negative
Smp_051000.1,Smp_186780.2,-0.9890825772562166,0.9890825772562166,negative,negative,0.9890825772562166,negative
Smp_051000.1,Smp_341970.1,-0.9903063704645068,0.9903063704645068,negative,negative,0.9903063704645068,negative
Smp_051000.1,Smp_349470.1,0.9990776314767896,0.9990776314767896,positive,positive,0.9990776314767896,positive
Smp_051000.1,Smp_127500.1,0.9567639012187648,0.9567639012187648,positive,positive,0.9567639012187648,positive
Smp_051000.1,Smp_349740.1,0.9681843811146206,0.9681843811146206,positive,positive,0.9681843811146206,positive
Smp_051000.1,Smp_147350.1,-0.9882390078392448,0.9882390078392448,negative,negative,0.9882390078392448,negative
Smp_051000.1,Smp_134470.1,-0.9986662281509862,0.9986662281509862,negative,negative,0.9986662281509862,negative
Smp_051000.1,Smp_000180.1,0.9644368685822304,0.9644368685822304,positive,positive,0.9644368685822304,positive
Smp_348790.2,Smp_318100.1,-0.9774192158065464,0.9774192158065464,negative,negative,0.9774192158065464,negative
Smp_348790.2,Smp_063530.1,-0.989453430781978,0.989453430781978,negative,negative,0.989453430781978,negative
Smp_348790.2,Smp_164270.1,0.9810712706381864,0.9810712706381864,positive,positive,0.9810712706381864,positive
Smp_348790.2,Smp_150230.1,0.9932338847239136,0.9932338847239136,positive,positive,0.9932338847239136,positive
Smp_348790.2,Smp_133590.1,-0.9563882835389534,0.9563882835389534,negative,negative,0.9563882835389534,negative
Smp_348790.2,Smp_347490.1,-0.994806112418576,0.994806112418576,negative,negative,0.994806112418576,negative
Smp_348790.2,Smp_106010.1,0.9802623345214764,0.9802623345214764,positive,positive,0.9802623345214764,positive
Smp_348790.2,Smp_322760.1,0.990899620739919,0.990899620739919,positive,positive,0.990899620739919,positive
Smp_348790.2,Smp_019690.2,-0.998190845497418,0.998190845497418,negative,negative,0.998190845497418,negative
Smp_348790.2,Smp_131680.2,0.9624849018892784,0.9624849018892784,positive,positive,0.9624849018892784,positive
Smp_348790.2,Smp_130470.2,0.9758411517738506,0.9758411517738506,positive,positive,0.9758411517738506,positive
Smp_348790.2,Smp_043500.2,-0.9994641982769862,0.9994641982769862,negative,negative,0.9994641982769862,negative
Smp_348790.2,Smp_347900.1,0.9779529732269352,0.9779529732269352,positive,positive,0.9779529732269352,positive
Smp_348790.2,Smp_082410.1,-0.9964100495497884,0.9964100495497884,negative,negative,0.9964100495497884,negative
Smp_348790.2,Smp_327460.1,-0.963945168815453,0.963945168815453,negative,negative,0.963945168815453,negative
Smp_348790.2,Smp_000790.1,-0.9877829441672432,0.9877829441672432,negative,negative,0.9877829441672432,negative
Smp_348790.2,Smp_347560.1,0.997203795780614,0.997203795780614,positive,positive,0.997203795780614,positive
Smp_348790.2,Smp_130520.4,0.961474575658201,0.961474575658201,positive,positive,0.961474575658201,positive
Smp_348790.2,Smp_317240.1,0.9787053719159928,0.9787053719159928,positive,positive,0.9787053719159928,positive
Smp_348790.2,Smp_340300.2,-0.9878877515959636,0.9878877515959636,negative,negative,0.9878877515959636,negative
Smp_348790.2,Smp_200460.1,0.9934646357987362,0.9934646357987362,positive,positive,0.9934646357987362,positive
Smp_348790.2,Smp_169220.1,-0.9614951709957072,0.9614951709957072,negative,negative,0.9614951709957072,negative
Smp_348790.2,Smp_328360.1,-0.9813760268468243,0.9813760268468243,negative,negative,0.9813760268468243,negative
Smp_348790.2,Smp_150000.1,-0.9749799239885488,0.9749799239885488,negative,negative,0.9749799239885488,negative
Smp_348790.2,Smp_336340.1,0.9564648516916782,0.9564648516916782,positive,positive,0.9564648516916782,positive
Smp_348790.2,Smp_170740.1,0.9627398132340684,0.9627398132340684,positive,positive,0.9627398132340684,positive
Smp_348790.2,Smp_136860.1,-0.9863271126463556,0.9863271126463556,negative,negative,0.9863271126463556,negative
Smp_348790.2,Smp_303270.1,0.97058236163319,0.97058236163319,positive,positive,0.97058236163319,positive
Smp_348790.2,Smp_205270.1,-0.9562548906091324,0.9562548906091324,negative,negative,0.9562548906091324,negative
Smp_348790.2,Smp_180500.2,-0.9725928324519156,0.9725928324519156,negative,negative,0.9725928324519156,negative
Smp_348790.2,Smp_129090.1,0.9746429924293988,0.9746429924293988,positive,positive,0.9746429924293988,positive
Smp_348790.2,Smp_101970.1,-0.9669384697140714,0.9669384697140714,negative,negative,0.9669384697140714,negative
Smp_348790.2,Smp_330510.1,0.9647142726059492,0.9647142726059492,positive,positive,0.9647142726059492,positive
Smp_348790.2,Smp_342900.1,-0.981430403796123,0.981430403796123,negative,negative,0.981430403796123,negative
Smp_104500.2,Smp_322350.1,0.9959099363317586,0.9959099363317586,positive,positive,0.9959099363317586,positive
Smp_104500.2,Smp_242860.2,0.9976991265985484,0.9976991265985484,positive,positive,0.9976991265985484,positive
Smp_104500.2,Smp_343170.2,0.953093092999968,0.953093092999968,positive,positive,0.953093092999968,positive
Smp_104500.2,Smp_046060.1,0.9757997800908652,0.9757997800908652,positive,positive,0.9757997800908652,positive
Smp_104500.2,Smp_328440.1,-0.9550208717039508,0.9550208717039508,negative,negative,0.9550208717039508,negative
Smp_104500.2,Smp_335110.1,0.9706512310809918,0.9706512310809918,positive,positive,0.9706512310809918,positive
Smp_104500.2,Smp_121990.2,0.9573811426122432,0.9573811426122432,positive,positive,0.9573811426122432,positive
Smp_104500.2,Smp_211020.2,0.9650238001776268,0.9650238001776268,positive,positive,0.9650238001776268,positive
Smp_104500.2,Smp_150230.2,0.9880023303637682,0.9880023303637682,positive,positive,0.9880023303637682,positive
Smp_104500.2,Smp_320760.1,-0.962501037357284,0.962501037357284,negative,negative,0.962501037357284,negative
Smp_104500.2,Smp_161110.5,0.9543263596786749,0.9543263596786749,positive,positive,0.9543263596786749,positive
Smp_104500.2,Smp_335660.2,0.9955582874694472,0.9955582874694472,positive,positive,0.9955582874694472,positive
Smp_104500.2,Smp_062300.1,0.9661866123100455,0.9661866123100455,positive,positive,0.9661866123100455,positive
Smp_104500.2,Smp_318280.1,0.9748262168619072,0.9748262168619072,positive,positive,0.9748262168619072,positive
Smp_104500.2,Smp_025360.1,0.985639735287572,0.985639735287572,positive,positive,0.985639735287572,positive
Smp_104500.2,Smp_332550.1,0.9825567897074023,0.9825567897074023,positive,positive,0.9825567897074023,positive
Smp_104500.2,Smp_332550.2,-0.98121750034792,0.98121750034792,negative,negative,0.98121750034792,negative
Smp_104500.2,Smp_172210.2,0.9507264408465994,0.9507264408465994,positive,positive,0.9507264408465994,positive
Smp_104500.2,Smp_163580.1,0.9620649935747404,0.9620649935747404,positive,positive,0.9620649935747404,positive
Smp_104500.2,Smp_336830.1,0.9839828124905536,0.9839828124905536,positive,positive,0.9839828124905536,positive
Smp_104500.2,Smp_193610.1,-0.9716693838797108,0.9716693838797108,negative,negative,0.9716693838797108,negative
Smp_104500.2,Smp_318210.1,-0.9813841822195446,0.9813841822195446,negative,negative,0.9813841822195446,negative
Smp_104500.2,Smp_057620.2,0.984019372555108,0.984019372555108,positive,positive,0.984019372555108,positive
Smp_104500.2,Smp_018250.1,0.9952331833508185,0.9952331833508185,positive,positive,0.9952331833508185,positive
Smp_104500.2,Smp_337100.5,0.9867228003978976,0.9867228003978976,positive,positive,0.9867228003978976,positive
Smp_104500.2,Smp_130470.1,0.9834444981365532,0.9834444981365532,positive,positive,0.9834444981365532,positive
Smp_307630.1,Smp_133590.2,-0.9660685887606932,0.9660685887606932,negative,negative,0.9660685887606932,negative
Smp_307630.1,Smp_345970.2,-0.953086746870004,0.953086746870004,negative,negative,0.953086746870004,negative
Smp_307630.1,Smp_331190.1,-0.9584169310291925,0.9584169310291925,negative,negative,0.9584169310291925,negative
Smp_307630.1,Smp_332090.1,-0.961059586129624,0.961059586129624,negative,negative,0.961059586129624,negative
Smp_307630.1,Smp_055090.3,-0.9828240541958032,0.9828240541958032,negative,negative,0.9828240541958032,negative
Smp_307630.1,Smp_022320.2,0.999806863812145,0.999806863812145,positive,positive,0.999806863812145,positive
Smp_307630.1,Smp_088420.1,-0.9704177775676972,0.9704177775676972,negative,negative,0.9704177775676972,negative
Smp_307630.1,Smp_146150.1,-0.9798929002424238,0.9798929002424238,negative,negative,0.9798929002424238,negative
Smp_307630.1,Smp_314280.1,0.991549552928937,0.991549552928937,positive,positive,0.991549552928937,positive
Smp_307630.1,Smp_322980.1,0.950277431754584,0.950277431754584,positive,positive,0.950277431754584,positive
Smp_307630.1,Smp_046060.2,-0.9771978750071102,0.9771978750071102,negative,negative,0.9771978750071102,negative
Smp_307630.1,Smp_173380.1,-0.9698416275535158,0.9698416275535158,negative,negative,0.9698416275535158,negative
Smp_307630.1,Smp_132280.1,-0.9723002002523656,0.9723002002523656,negative,negative,0.9723002002523656,negative
Smp_307630.1,Smp_323090.1,-0.9693763265502698,0.9693763265502698,negative,negative,0.9693763265502698,negative
Smp_307630.1,Smp_128510.1,0.998526532416964,0.998526532416964,positive,positive,0.998526532416964,positive
Smp_307630.1,Smp_012350.2,0.9534693603305856,0.9534693603305856,positive,positive,0.9534693603305856,positive
Smp_307630.1,Smp_138160.1,-0.97441484022905,0.97441484022905,negative,negative,0.97441484022905,negative
Smp_307630.1,Smp_198680.2,0.9856672123560162,0.9856672123560162,positive,positive,0.9856672123560162,positive
Smp_307630.1,Smp_305110.1,-0.9784108249231565,0.9784108249231565,negative,negative,0.9784108249231565,negative
Smp_307630.1,Smp_028800.1,-0.9501126074754856,0.9501126074754856,negative,negative,0.9501126074754856,negative
Smp_307630.1,Smp_324140.1,-0.9789358662410232,0.9789358662410232,negative,negative,0.9789358662410232,negative
Smp_307630.1,Smp_130100.1,0.9553369207773142,0.9553369207773142,positive,positive,0.9553369207773142,positive
Smp_307630.1,Smp_198170.1,0.9747526856881316,0.9747526856881316,positive,positive,0.9747526856881316,positive
Smp_307630.1,Smp_167630.1,-0.9716623358923546,0.9716623358923546,negative,negative,0.9716623358923546,negative
Smp_307630.1,Smp_347950.1,-0.973193154059666,0.973193154059666,negative,negative,0.973193154059666,negative
Smp_200850.1,Smp_347590.1,0.9873137528935227,0.9873137528935227,positive,positive,0.9873137528935227,positive
Smp_200850.1,Smp_127680.1,0.9527538933193398,0.9527538933193398,positive,positive,0.9527538933193398,positive
Smp_200850.1,Smp_156910.5,0.9688677986280244,0.9688677986280244,positive,positive,0.9688677986280244,positive
Smp_200850.1,Smp_141010.3,0.9538444414729824,0.9538444414729824,positive,positive,0.9538444414729824,positive
Smp_200850.1,Smp_150020.1,0.9679011159677648,0.9679011159677648,positive,positive,0.9679011159677648,positive
Smp_200850.1,Smp_346930.1,-0.9944682831130336,0.9944682831130336,negative,negative,0.9944682831130336,negative
Smp_200850.1,Smp_334310.1,0.9869832756769032,0.9869832756769032,positive,positive,0.9869832756769032,positive
Smp_200850.1,Smp_325790.1,0.9542171473843974,0.9542171473843974,positive,positive,0.9542171473843974,positive
Smp_200850.1,Smp_244700.5,0.9895166339176512,0.9895166339176512,positive,positive,0.9895166339176512,positive
Smp_023940.1,Smp_323280.1,-0.9998191101869118,0.9998191101869118,negative,negative,0.9998191101869118,negative
Smp_023940.1,Smp_023940.2,-0.982278340232958,0.982278340232958,negative,negative,0.982278340232958,negative
Smp_023940.1,Smp_320200.1,-0.9657986795219856,0.9657986795219856,negative,negative,0.9657986795219856,negative
Smp_023940.1,Smp_051000.2,-0.982633915773226,0.982633915773226,negative,negative,0.982633915773226,negative
Smp_023940.1,Smp_097940.1,-0.9560588839544538,0.9560588839544538,negative,negative,0.9560588839544538,negative
Smp_023940.1,Smp_093430.1,-0.9619147685828304,0.9619147685828304,negative,negative,0.9619147685828304,negative
Smp_023940.1,Smp_155320.1,0.9549892958681782,0.9549892958681782,positive,positive,0.9549892958681782,positive
Smp_023940.1,Smp_346930.2,-0.9672505902576785,0.9672505902576785,negative,negative,0.9672505902576785,negative
Smp_023940.1,Smp_310980.1,0.99931791416031,0.99931791416031,positive,positive,0.99931791416031,positive
Smp_023940.1,Smp_192010.1,0.9922428992702328,0.9922428992702328,positive,positive,0.9922428992702328,positive
Smp_023940.1,Smp_320100.1,0.9517697393909904,0.9517697393909904,positive,positive,0.9517697393909904,positive
Smp_023940.1,Smp_058140.1,0.9503664896923144,0.9503664896923144,positive,positive,0.9503664896923144,positive
Smp_023940.1,Smp_020450.1,0.961328231762279,0.961328231762279,positive,positive,0.961328231762279,positive
Smp_023940.1,Smp_152290.1,-0.9731925252933794,0.9731925252933794,negative,negative,0.9731925252933794,negative
Smp_023940.1,Smp_058140.3,-0.9749462912707856,0.9749462912707856,negative,negative,0.9749462912707856,negative
Smp_023940.1,Smp_179390.1,0.9599498351731498,0.9599498351731498,positive,positive,0.9599498351731498,positive
Smp_023940.1,Smp_142270.2,0.9849588403755406,0.9849588403755406,positive,positive,0.9849588403755406,positive
Smp_023940.1,Smp_138140.1,0.980513251911304,0.980513251911304,positive,positive,0.980513251911304,positive
Smp_023940.1,Smp_243760.1,0.980957963270894,0.980957963270894,positive,positive,0.980957963270894,positive
Smp_023940.1,Smp_127810.2,-0.9567366769367004,0.9567366769367004,negative,negative,0.9567366769367004,negative
Smp_023940.1,Smp_158890.1,0.9956367881979904,0.9956367881979904,positive,positive,0.9956367881979904,positive
Smp_023940.1,Smp_341970.1,-0.9716581849830038,0.9716581849830038,negative,negative,0.9716581849830038,negative
Smp_023940.1,Smp_127810.1,0.9586066407742536,0.9586066407742536,positive,positive,0.9586066407742536,positive
Smp_023940.1,Smp_026630.2,-0.9660967622257878,0.9660967622257878,negative,negative,0.9660967622257878,negative
Smp_023940.1,Smp_127500.1,0.9963331975673092,0.9963331975673092,positive,positive,0.9963331975673092,positive
Smp_023940.1,Smp_349740.1,0.951181573783827,0.951181573783827,positive,positive,0.951181573783827,positive
Smp_023940.1,Smp_332490.1,-0.9608829753759246,0.9608829753759246,negative,negative,0.9608829753759246,negative
Smp_023940.1,Smp_162900.2,-0.9886011014009828,0.9886011014009828,negative,negative,0.9886011014009828,negative
Smp_023940.1,Smp_004630.2,0.9967206144023336,0.9967206144023336,positive,positive,0.9967206144023336,positive
Smp_023940.1,Smp_204710.1,-0.9662214813502936,0.9662214813502936,negative,negative,0.9662214813502936,negative
Smp_023940.1,Smp_121600.1,-0.9703387401626284,0.9703387401626284,negative,negative,0.9703387401626284,negative
Smp_017470.2,Smp_022320.3,0.9575572973977858,0.9575572973977858,positive,positive,0.9575572973977858,positive
Smp_017470.2,Smp_017710.1,-0.9537120853298098,0.9537120853298098,negative,negative,0.9537120853298098,negative
Smp_017470.2,Smp_318100.1,-0.970962109724386,0.970962109724386,negative,negative,0.970962109724386,negative
Smp_017470.2,Smp_327370.1,-0.9985602256139882,0.9985602256139882,negative,negative,0.9985602256139882,negative
Smp_017470.2,Smp_302040.3,0.95758938892695,0.95758938892695,positive,positive,0.95758938892695,positive
Smp_017470.2,Smp_060620.1,-0.985748378532677,0.985748378532677,negative,negative,0.985748378532677,negative
Smp_017470.2,Smp_122790.2,-0.9577339269389212,0.9577339269389212,negative,negative,0.9577339269389212,negative
Smp_017470.2,Smp_164270.1,0.9735436227674488,0.9735436227674488,positive,positive,0.9735436227674488,positive
Smp_017470.2,Smp_312610.1,0.9564869452486414,0.9564869452486414,positive,positive,0.9564869452486414,positive
Smp_017470.2,Smp_133860.1,0.9530045646917998,0.9530045646917998,positive,positive,0.9530045646917998,positive
Smp_017470.2,Smp_106010.1,0.9783457448475134,0.9783457448475134,positive,positive,0.9783457448475134,positive
Smp_017470.2,Smp_005190.3,0.9643596250204992,0.9643596250204992,positive,positive,0.9643596250204992,positive
Smp_017470.2,Smp_019690.2,-0.9529487142680284,0.9529487142680284,negative,negative,0.9529487142680284,negative
Smp_017470.2,Smp_131680.2,0.9911544568091234,0.9911544568091234,positive,positive,0.9911544568091234,positive
Smp_017470.2,Smp_130470.2,0.9880032197535284,0.9880032197535284,positive,positive,0.9880032197535284,positive
Smp_017470.2,Smp_032670.1,-0.9982947432945204,0.9982947432945204,negative,negative,0.9982947432945204,negative
Smp_017470.2,Smp_000790.2,0.9971698548046196,0.9971698548046196,positive,positive,0.9971698548046196,positive
Smp_017470.2,Smp_331170.2,0.9564730500007688,0.9564730500007688,positive,positive,0.9564730500007688,positive
Smp_017470.2,Smp_302270.1,0.953862802822749,0.953862802822749,positive,positive,0.953862802822749,positive
Smp_017470.2,Smp_082410.1,-0.9711118346129995,0.9711118346129995,negative,negative,0.9711118346129995,negative
Smp_017470.2,Smp_244890.1,0.9773143695782632,0.9773143695782632,positive,positive,0.9773143695782632,positive
Smp_017470.2,Smp_302310.2,-0.9538254425070046,0.9538254425070046,negative,negative,0.9538254425070046,negative
Smp_017470.2,Smp_000790.1,-0.9534627082661736,0.9534627082661736,negative,negative,0.9534627082661736,negative
Smp_017470.2,Smp_130520.4,0.9988757434905878,0.9988757434905878,positive,positive,0.9988757434905878,positive
Smp_017470.2,Smp_304890.2,0.9602636765703728,0.9602636765703728,positive,positive,0.9602636765703728,positive
Smp_017470.2,Smp_317240.1,0.9895705632837118,0.9895705632837118,positive,positive,0.9895705632837118,positive
Smp_017470.2,Smp_340300.2,-0.966394554198711,0.966394554198711,negative,negative,0.966394554198711,negative
Smp_017470.2,Smp_200460.1,0.9786796535493728,0.9786796535493728,positive,positive,0.9786796535493728,positive
Smp_017470.2,Smp_029210.2,0.9501700719705084,0.9501700719705084,positive,positive,0.9501700719705084,positive
Smp_017470.2,Smp_150000.1,-0.9667390473444972,0.9667390473444972,negative,negative,0.9667390473444972,negative
Smp_017470.2,Smp_336340.1,0.9983660059183056,0.9983660059183056,positive,positive,0.9983660059183056,positive
Smp_017470.2,Smp_140560.1,-0.9680538770942742,0.9680538770942742,negative,negative,0.9680538770942742,negative
Smp_017470.2,Smp_247860.1,0.994934309061658,0.994934309061658,positive,positive,0.994934309061658,positive
Smp_017470.2,Smp_267070.1,0.9918187424599092,0.9918187424599092,positive,positive,0.9918187424599092,positive
Smp_017470.2,Smp_136860.1,-0.9881958129839796,0.9881958129839796,negative,negative,0.9881958129839796,negative
Smp_017470.2,Smp_303270.1,0.9969185671177012,0.9969185671177012,positive,positive,0.9969185671177012,positive
Smp_017470.2,Smp_318310.1,0.9664804630631756,0.9664804630631756,positive,positive,0.9664804630631756,positive
Smp_017470.2,Smp_077580.1,-0.9836066234329284,0.9836066234329284,negative,negative,0.9836066234329284,negative
Smp_017470.2,Smp_129090.1,0.9652220484169456,0.9652220484169456,positive,positive,0.9652220484169456,positive
Smp_017470.2,Smp_172440.1,0.9831252254990704,0.9831252254990704,positive,positive,0.9831252254990704,positive
Smp_017470.2,Smp_342900.1,-0.9500842409275204,0.9500842409275204,negative,negative,0.9500842409275204,negative
Smp_017470.2,Smp_349300.1,0.9865624863348712,0.9865624863348712,positive,positive,0.9865624863348712,positive
Smp_322350.1,Smp_242860.2,0.9972070481941816,0.9972070481941816,positive,positive,0.9972070481941816,positive
Smp_322350.1,Smp_343170.2,0.9670950652488464,0.9670950652488464,positive,positive,0.9670950652488464,positive
Smp_322350.1,Smp_046060.1,0.96404886522271,0.96404886522271,positive,positive,0.96404886522271,positive
Smp_322350.1,Smp_335110.1,0.9883326312041468,0.9883326312041468,positive,positive,0.9883326312041468,positive
Smp_322350.1,Smp_211020.2,0.9829513939483652,0.9829513939483652,positive,positive,0.9829513939483652,positive
Smp_322350.1,Smp_150230.2,0.9853131505136004,0.9853131505136004,positive,positive,0.9853131505136004,positive
Smp_322350.1,Smp_161110.5,0.9676918358643966,0.9676918358643966,positive,positive,0.9676918358643966,positive
Smp_322350.1,Smp_335660.2,0.9999427174312694,0.9999427174312694,positive,positive,0.9999427174312694,positive
Smp_322350.1,Smp_318280.1,0.974523551213661,0.974523551213661,positive,positive,0.974523551213661,positive
Smp_322350.1,Smp_025360.1,0.973234357730304,0.973234357730304,positive,positive,0.973234357730304,positive
Smp_322350.1,Smp_332550.1,0.9786747572621448,0.9786747572621448,positive,positive,0.9786747572621448,positive
Smp_322350.1,Smp_332550.2,-0.9715763399250344,0.9715763399250344,negative,negative,0.9715763399250344,negative
Smp_322350.1,Smp_328620.1,-0.9552227681214254,0.9552227681214254,negative,negative,0.9552227681214254,negative
Smp_322350.1,Smp_163580.1,0.950528417011592,0.950528417011592,positive,positive,0.950528417011592,positive
Smp_322350.1,Smp_336830.1,0.9646689091035472,0.9646689091035472,positive,positive,0.9646689091035472,positive
