gene,degree,weighted_degree,betweenness,pagerank,mean_log_expression,variance_log_expression,hub_status,degree_rank,weighted_degree_rank,media_simpatrica,media_alopatrica,delta_alopatrica_menos_simpatrica,delta_pareado_geracao_2,delta_pareado_geracao_3,delta_pareado_medio,abs_delta_pareado_medio,direcao_condicao,rotulo
Smp_323270.2,30,29.375924857822422,0.0046446336235134,0.0023743155347237,6.954015399767719,1.5132516300467274,non_hub,229,230,7.3878213387946765,6.520209460740761,-0.8676118780539159,0.9919128995420712,-2.727136655649904,-0.8676118780539164,0.8676118780539164,maior_simpatrica_moderada,
Smp_323230.1,30,29.324147859943267,0.0040326221596995,0.0021060563950658,2.4432424420291152,8.418126881348664,non_hub,229,231,0.0,4.8864848840582304,4.8864848840582304,5.716137257620923,4.056832510495537,4.8864848840582304,4.8864848840582304,maior_alopatrica_forte,Smp_323230.1
Smp_341160.2,30,29.299585877819176,0.0044713358605775,0.0020376073555009,1.5307597507188098,3.397944865559112,non_hub,229,232,0.0,3.0615195014376195,3.0615195014376195,3.7021960731157497,2.4208429297594893,3.0615195014376195,3.0615195014376195,maior_alopatrica_forte,Smp_341160.2
Smp_133590.3,30,29.28435048917896,0.0069432682567656,0.0021315838157963,1.424906415814425,2.7457322092860994,non_hub,229,233,1.3046133089141028,1.5451995227147464,0.2405862138006436,0.0,0.4811724276012872,0.2405862138006436,0.2405862138006436,sem_diferenca_relevante,
Smp_138140.1,30,29.27266976081275,0.0076946534912159,0.0021323845333366,1.3513071045155225,0.6752829177415253,non_hub,229,234,0.9300554508733023,1.7725587581577429,0.8425033072844406,1.5410395475057252,0.14396706706315565,0.8425033072844405,0.8425033072844405,maior_alopatrica_moderada,
Smp_336830.1,30,29.26867880576698,0.0033092092045161,0.0023104941325691,1.9949132644712115,0.5168460921662802,non_hub,229,235,1.723279605807289,2.2665469231351345,0.5432673173278455,-0.3136662428666739,1.4002008775223642,0.5432673173278452,0.5432673173278452,maior_alopatrica_moderada,
Smp_181080.1,30,29.233052715587544,0.0080683499129004,0.0021599932944298,0.8137203823855726,0.9061374310799394,non_hub,229,236,0.7202799933660702,0.9071607714050751,0.18688077803900494,0.0,0.37376155607800987,0.18688077803900494,0.18688077803900494,sem_diferenca_relevante,
Smp_180500.2,30,29.230718189404392,0.0084864040705971,0.001676574036597,1.217962196246731,0.5250496884148868,non_hub,229,237,1.3313672056040122,1.1045571868894501,-0.22681001871456208,-0.9827191024219069,0.5290990649927827,-0.22681001871456208,0.22681001871456208,sem_diferenca_relevante,
Smp_053550.1,30,29.226349290642627,0.0126240598364707,0.0021865113958933,1.1800447188938918,1.4767480555239627,non_hub,229,238,0.888413314433097,1.4716761233546871,0.5832628089215901,2.5922769059210706,-1.4257512880778904,0.5832628089215901,0.5832628089215901,maior_alopatrica_moderada,
Smp_062300.1,30,29.212945256825968,0.0027953214273211,0.0023022344437628,2.718246944773836,0.6287866813337885,non_hub,229,239,2.4186564607524357,3.0178374287952368,0.5991809680428011,-0.4494040164472777,1.6477659525328803,0.5991809680428013,0.5991809680428013,maior_alopatrica_moderada,
Smp_305460.1,30,29.20609242241679,0.0062827959178336,0.0017976371515177,1.7297144062711058,1.695916890408929,non_hub,229,240,2.551089232499595,0.9083395800426168,-1.642749652456978,-3.1589389940506174,-0.12656031086333863,-1.642749652456978,1.642749652456978,maior_simpatrica_forte,Smp_305460.1
Smp_063530.1,30,29.190531273770493,0.0045481094255346,0.0017727195464854,1.292986627990838,1.5967135235089858,non_hub,229,241,1.4218023173346173,1.1641709386470587,-0.2576313786875586,-1.0960286120169327,0.5807658546418155,-0.2576313786875586,0.2576313786875586,sem_diferenca_relevante,
Smp_326390.1,30,29.15953855606614,0.0097860853620201,0.0017180884498256,3.430322401296144,0.5014594598309164,non_hub,229,242,3.8142043521466396,3.0464404504456475,-0.7677639017009921,-1.724181557924938,0.18865375452295385,-0.7677639017009921,0.7677639017009921,maior_simpatrica_moderada,
Smp_349470.1,29,28.442475305055563,0.0013523982161737,0.0019135792559421,6.417800128061623,0.5700458770832246,non_hub,243,243,5.805241838185208,7.030358417938039,1.2251165797528314,1.574325222272778,0.8759079372328857,1.2251165797528318,1.2251165797528318,maior_alopatrica_forte,Smp_349470.1
Smp_328620.2,29,28.41218162849443,0.0011252417078105,0.0020366720267938,0.5842319674132046,0.8670852944364337,non_hub,243,244,0.1911753690206693,0.9772885658057399,0.7861131967850705,1.9545771316114797,-0.3823507380413386,0.7861131967850705,0.7861131967850705,maior_alopatrica_moderada,
Smp_173380.2,29,28.3989623209325,0.0029138181691106,0.0020772618590135,0.9945624106934464,0.6052241888310933,non_hub,243,245,1.1435629678517227,0.84556185353517,-0.29800111431655274,-1.6116001987015496,1.015597970068444,-0.29800111431655274,0.29800111431655274,sem_diferenca_relevante,
Smp_246970.2,29,28.37470795909697,0.0037460846679177,0.002036394638883,0.8170068312364553,0.8974063003507147,non_hub,243,246,0.7643069119955205,0.8697067504773902,0.10539983848186973,0.0,0.21079967696373947,0.10539983848186973,0.10539983848186973,sem_diferenca_relevante,
Smp_193610.1,29,28.31970176933224,0.0037668999176913,0.0022336916851107,0.7485110162130136,0.5084096383686105,non_hub,243,247,0.9720745182526341,0.5249475141733932,-0.4471270040792409,0.35348573282649687,-1.2477397409849789,-0.447127004079241,0.447127004079241,sem_diferenca_relevante,
Smp_326490.1,29,28.318734945763357,0.0043352945405473,0.0022273477385577,2.8201354161660275,1.1495273357999347,non_hub,243,248,3.053886938142932,2.5863838941891233,-0.4675030439538088,1.02518144896121,-1.9601875368688284,-0.46750304395380915,0.46750304395380915,sem_diferenca_relevante,
Smp_141010.3,29,28.3039784224514,0.0033092536872003,0.0021664817239676,1.2680231844856331,0.7421717785103983,non_hub,243,249,1.5805181366933607,0.9555282322779062,-0.6249899044154545,-1.6506414193806227,0.40066161054971383,-0.6249899044154544,0.6249899044154544,maior_simpatrica_moderada,
Smp_155320.1,29,28.29855878437168,0.0097218512241224,0.0021548189091332,3.681487834230805,1.5273445006080475,non_hub,243,250,3.153735377043333,4.209240291418277,1.0555049143749442,2.225998919029766,-0.11498909027987869,1.0555049143749438,1.0555049143749438,maior_alopatrica_forte,Smp_155320.1
Smp_323190.1,29,28.29686758753938,0.0051572182681894,0.002407151251203,7.419099278269775,1.7247567838186315,non_hub,243,251,7.914960961896179,6.923237594643372,-0.9917233672528072,1.037291263298724,-3.0207379978043383,-0.9917233672528072,0.9917233672528072,maior_simpatrica_moderada,
