glay,degree,hub_status,mean_log_expression,gene,selected,shared name,variance_log_expression,weighted_degree,rede,media_simpatrica,media_alopatrica,delta_alopatrica_menos_simpatrica,abs_delta,delta_geracao_2,delta_geracao_3,delta_medio_pareado,abs_delta_medio_pareado
10,6,non_hub,3.037104176122709,Smp_328910.1,False,Smp_328910.1,0.7364648362762388,5.918821040710994,positiva,3.0785358427960654,2.9956725094493524,-0.08286333334671303,0.08286333334671303,-0.02734023306301747,-0.13838643363040903,-0.08286333334671325,0.08286333334671325
10,5,non_hub,3.1757641760845505,Smp_074390.1,False,Smp_074390.1,0.8017101075313513,4.9743217554490124,positiva,3.290873621508842,3.060654730660259,-0.23021889084858316,0.23021889084858316,-0.2734620981403695,-0.18697568355679728,-0.23021889084858338,0.23021889084858338
10,9,non_hub,0.7700213655117396,Smp_327460.1,False,Smp_327460.1,0.8382104428249072,8.855107583869207,positiva,0.9036718963264662,0.6363708346970129,-0.2673010616294532,0.2673010616294532,-0.5346021232589064,0.0,-0.2673010616294532,0.2673010616294532
10,4,non_hub,2.5778814887431967,Smp_133590.1,False,Smp_133590.1,1.223140913590124,3.92868190108882,positiva,2.593482469635232,2.5622805078511615,-0.03120196178407042,0.03120196178407042,-0.5230339605542453,0.4606300369861047,-0.03120196178407031,0.03120196178407031
10,5,non_hub,2.837948444743218,Smp_017470.1,False,Smp_017470.1,1.6988093639029038,4.964479308499946,positiva,2.912412409398143,2.7634844800882936,-0.14892792930984955,0.14892792930984955,-0.17271968920566616,-0.12513616941403316,-0.14892792930984966,0.14892792930984966
10,6,non_hub,1.1727354816046225,Smp_164270.2,False,Smp_164270.2,1.860237560663416,5.954537911176102,positiva,1.2724091006899563,1.0730618625192885,-0.1993472381706678,0.1993472381706678,-0.3986944763413356,0.0,-0.1993472381706678,0.1993472381706678
12,11,non_hub,11.17223836093696,Smp_335130.1,False,Smp_335130.1,1.8810557068154845,10.850941547029134,positiva,11.586292786878598,10.758183934995323,-0.8281088518832753,0.8281088518832753,1.3761077436756342,-3.032325447442183,-0.8281088518832744,0.8281088518832744
5,1,non_hub,3.113658091689964,Smp_179970.1,False,Smp_179970.1,0.8489172833557399,0.9701500662485248,positiva,3.872921551420731,2.354394631959197,-1.518526919461534,1.518526919461534,-1.3235309806229387,-1.7135228583001294,-1.518526919461534,1.518526919461534
5,2,non_hub,1.9611345179895747,Smp_349480.1,False,Smp_349480.1,1.0721504301717788,1.9726302885779543,positiva,2.7732563046542795,1.1490127313248704,-1.6242435733294092,1.6242435733294092,-1.7903691543212796,-1.458117992337539,-1.6242435733294092,1.6242435733294092
5,2,non_hub,1.5591379851352491,Smp_047870.2,False,Smp_047870.2,2.0372528902376934,1.9697347087711368,positiva,2.673406039446289,0.44486993082420934,-2.2285361086220794,2.2285361086220794,-2.3958618052641096,-2.0612104119800496,-2.2285361086220794,2.2285361086220794
8,4,non_hub,0.7999754200067484,Smp_211020.1,False,Smp_211020.1,0.8838754656449281,3.9684808418924034,positiva,1.5999508400134967,0.0,-1.5999508400134967,1.5999508400134967,-1.3857270009165255,-1.8141746791104683,-1.5999508400134967,1.5999508400134967
8,4,non_hub,0.8370911428943302,Smp_170770.2,False,Smp_170770.2,0.9371279004314724,3.948399304517087,positiva,1.6741822857886604,0.0,-1.6741822857886604,1.6741822857886604,-1.609000327986389,-1.7393642435909316,-1.6741822857886604,1.6741822857886604
8,4,non_hub,0.9920962010014256,Smp_335370.1,False,Smp_335370.1,1.0591475171574878,3.961147565242787,positiva,1.8637464508101003,0.12044595119275063,-1.7433004996173496,1.7433004996173496,-1.62993940943954,-1.856661589795159,-1.7433004996173496,1.7433004996173496
8,3,non_hub,1.2475145948499935,Smp_196880.2,False,Smp_196880.2,2.07836305819124,2.9736728942822124,positiva,2.495029189699987,0.0,-2.495029189699987,2.495029189699987,-2.4246071863248146,-2.565451193075159,-2.495029189699987,2.495029189699987
18,2,non_hub,1.8465795754158592,Smp_175880.1,False,Smp_175880.1,1.805503992520987,1.949679740904766,positiva,1.4357726120820549,2.2573865387496634,0.8216139266676086,0.8216139266676086,-1.170295604643399,2.813523457978616,0.8216139266676085,0.8216139266676085
