Name,SRR1140994,SRR1140995,SRR1142422,SRR1142423
Smp_150890.1,398.0,1173.0,1043.499,1503.005
Smp_150960.1,13.0,87.0,91.0,102.0
Smp_150980.1,115.0,443.0,436.0,579.0
Smp_150990.1,138.197,614.932,411.112,568.409
Smp_150990.2,0.0,6.834,2.687,0.0
Smp_151010.1,254.0,860.0,745.0,794.0
Smp_151020.1,125.0,443.0,332.0,252.0
Smp_151030.1,112.188,364.403,288.248,401.964
Smp_151030.2,163.812,426.597,338.752,429.036
Smp_151040.1,17.0,99.0,54.0,117.0
Smp_151050.1,518.0,1339.0,1278.0,1960.0
Smp_151060.1,4.0,35.0,25.0,64.0
Smp_151070.1,208.0,696.0,644.0,866.0
Smp_151100.1,92.0,190.0,214.0,306.0
Smp_151140.1,130.631,414.986,548.554,566.048
Smp_151180.1,57.0,282.0,248.0,332.0
Smp_151190.1,123.0,556.0,407.0,770.0
Smp_151200.1,0.0,0.0,0.0,0.0
Smp_151210.1,1.0,2.0,2.0,3.54
Smp_151220.1,1.0,10.0,35.0,22.0
Smp_151260.1,0.0,0.0,0.0,0.0
Smp_151270.1,8.0,26.275,38.892,43.727
Smp_151280.1,63.0,129.0,155.0,303.0
Smp_151285.1,59.0,225.0,102.0,186.0
Smp_151310.1,16.0,25.0,45.0,94.0
Smp_151320.1,7.0,2.0,14.0,30.0
Smp_151330.1,0.0,0.0,0.0,0.0
Smp_151360.1,0.0,0.0,3.0,0.0
Smp_151360.2,0.0,0.0,0.0,0.0
Smp_151380.1,481.0,1469.0,1610.0,2142.0
Smp_151410.1,65.576,126.516,131.576,190.428
Smp_151410.2,105.605,489.303,414.397,705.338
Smp_151420.1,13.0,69.0,70.0,64.0
Smp_151440.1,2.0,23.049,4.007,8.0
Smp_151450.1,31.0,60.0,31.0,86.0
Smp_151480.1,222.0,753.0,613.0,707.0
Smp_151490.1,241.45,696.948,410.444,693.063
Smp_151490.2,67.55,314.052,253.556,174.937
Smp_151520.1,754.44,2252.04,2661.484,2716.733
Smp_151560.1,2.0,11.0,18.0,15.0
Smp_151570.1,7.0,26.0,7.0,22.0
Smp_151580.1,245.721,722.257,591.554,969.546
Smp_151590.1,209.0,648.0,385.0,734.0
Smp_151600.1,140.0,307.0,161.0,253.0
Smp_151640.1,45.0,145.0,52.0,113.0
Smp_151650.1,136.0,434.0,316.0,378.0
Smp_151660.1,0.0,0.0,0.0,4.0
Smp_151670.1,90.0,359.0,395.0,579.0
Smp_151720.1,140.0,366.002,436.807,440.031
Smp_151730.1,111.782,374.065,309.674,492.132
Smp_151740.1,27.0,84.0,54.0,216.0
Smp_151750.1,107.0,341.0,423.0,556.0
Smp_151780.1,56.0,170.0,131.0,140.0
Smp_151820.1,42.0,186.0,115.0,192.0
Smp_151920.1,3.124,17.715,9.738,29.573
Smp_151930.1,11.019,18.145,18.654,25.956
Smp_152000.1,168.0,481.0,483.0,609.0
Smp_152030.1,0.0,0.0,0.0,0.0
Smp_152040.1,0.0,0.0,0.0,0.0
Smp_152060.1,139.0,389.0,470.0,364.0
Smp_152090.1,3.0,2.0,44.0,9.0
Smp_152110.1,39.0,65.0,70.0,119.0
Smp_152130.1,139.0,520.0,438.0,667.0
Smp_152180.1,161.0,643.0,633.0,875.0
Smp_152190.1,0.0,4.0,1.0,0.0
Smp_152200.1,0.0,1.0,0.0,5.0
Smp_152210.1,26.0,58.0,76.0,127.0
Smp_152220.1,4.0,9.0,46.0,67.0
Smp_152230.1,55.0,211.0,228.0,144.0
Smp_152260.1,546.0,1404.0,1278.953,2789.0
Smp_152270.1,204.0,506.0,505.0,705.0
Smp_152280.1,21.0,65.0,71.0,89.0
Smp_152290.1,29.36,110.337,0.0,127.099
Smp_152290.2,0.0,0.0,96.08,0.0
Smp_152300.1,137.0,262.0,322.0,338.0
Smp_152310.1,0.0,7.0,0.0,4.0
Smp_152330.1,276.0,822.0,740.0,1030.0
Smp_152350.1,136.0,292.0,441.0,467.0
Smp_152370.1,112.0,405.0,337.0,384.0
Smp_152380.1,16.0,32.0,46.0,51.0
Smp_152390.1,1.0,4.0,15.0,24.0
Smp_152400.1,148.0,427.0,368.0,433.0
Smp_152430.1,371.971,958.829,1079.986,2147.952
Smp_152440.1,886.0,2863.0,2651.0,2975.0
Smp_152500.1,11.0,66.611,54.0,56.059
Smp_152510.1,213.0,799.0,678.0,813.0
Smp_152520.1,178.877,541.157,482.571,592.768
Smp_152530.1,26.0,40.0,48.0,51.0
Smp_152550.1,21.0,33.0,35.0,85.0
Smp_152570.1,512.0,1433.0,1098.0,2410.0
Smp_152580.1,0.0,15.0,0.0,13.0
Smp_152590.1,5.0,58.0,17.0,13.0
Smp_152630.1,0.0,24.0,25.0,35.0
Smp_152650.1,306.0,836.0,1087.0,1293.0
Smp_152670.1,22.0,23.0,45.0,36.0
Smp_152700.1,0.0,0.0,0.0,0.0
Smp_152710.1,166.796,462.183,335.116,384.576
Smp_152740.1,156.0,335.0,459.0,421.0
Smp_152750.1,201.0,612.0,859.0,957.0
Smp_152760.1,229.0,645.0,608.0,672.0
Smp_152790.1,261.192,718.552,581.009,794.641
Smp_152800.1,401.0,1010.0,1206.0,1302.0
Smp_152830.1,0.0,0.0,0.0,130.686
Smp_152830.2,65.0,111.0,0.0,66.314
Smp_152830.3,0.0,0.0,95.0,0.0
Smp_152840.1,38.0,325.0,252.0,255.0
Smp_152850.1,263.413,869.36,844.878,1148.927
Smp_152860.1,126.0,500.0,459.0,477.0
Smp_152870.1,155.0,589.0,512.0,681.0
Smp_152920.1,0.0,0.0,0.0,0.0
Smp_152940.1,0.0,0.0,0.0,0.0
Smp_152940.2,61.0,213.0,172.0,179.0
Smp_152960.1,88.806,197.764,204.879,251.206
Smp_152980.1,2.0,0.0,3.0,2.0
Smp_152990.1,0.0,0.0,0.0,2.0
Smp_153010.1,274.0,855.0,972.0,1136.0
Smp_153070.1,1.0,2.0,5.0,23.0
Smp_153090.1,0.0,0.0,0.0,2.0
Smp_153100.1,39.021,126.019,100.001,123.495
Smp_153110.1,6678.698,22641.129,16664.363,22748.944
Smp_153140.1,154.0,644.0,530.0,845.0
Smp_153150.1,68.0,323.0,253.0,452.0
Smp_153160.1,90.0,341.0,240.0,363.0
Smp_153170.1,1948.901,6433.432,5053.726,8793.802
Smp_153190.1,128.0,578.0,698.0,694.0
Smp_153200.1,4.0,25.0,9.0,15.0
Smp_153210.1,36.0,110.0,70.0,110.0
Smp_153220.1,3.0,5.0,0.0,4.0
Smp_153250.1,220.0,616.0,607.0,830.0
Smp_153270.1,0.0,46.0,13.0,16.0
Smp_153290.1,198.0,719.0,685.0,1098.0
Smp_153300.1,198.134,656.903,600.012,777.872
Smp_153330.1,0.0,0.0,0.0,0.0
Smp_153340.1,258.0,783.0,793.0,1126.0
Smp_153350.1,309.0,1036.0,967.0,1220.0
Smp_153370.1,0.0,0.0,0.0,0.0
Smp_153390.1,6.0,29.0,35.0,13.0
Smp_153410.1,202.0,713.0,464.0,887.0
Smp_153430.1,59.0,86.0,206.0,140.0
Smp_153440.1,3.0,33.0,10.0,58.0
Smp_153460.1,26.39,40.955,54.081,139.393
Smp_153460.2,235.283,817.201,630.722,663.738
Smp_153480.1,258.0,542.0,632.0,1191.0
Smp_153490.1,113.0,322.0,316.0,449.0
Smp_153500.1,342.0,552.0,1010.0,1507.0
Smp_153520.1,15.001,30.879,52.109,49.079
Smp_153530.1,12.0,50.0,59.0,42.0
Smp_153540.1,5768.542,18854.404,13173.086,27017.738
Smp_153550.1,66.0,224.0,197.0,151.0
Smp_153560.1,196.289,652.2,767.033,1025.183
Smp_153560.2,22.493,43.183,113.245,94.862
Smp_153580.1,2.0,29.0,17.0,13.0
Smp_153590.1,291.0,928.0,909.0,1254.0
Smp_153610.1,144.0,421.0,438.0,448.0
Smp_153640.1,77.0,234.0,211.0,386.0
Smp_153660.1,15.0,12.0,23.0,47.0
Smp_153690.1,108.0,269.0,367.0,722.0
Smp_153700.1,50.281,231.117,208.642,310.196
Smp_153710.1,0.0,13.136,0.0,0.0
Smp_153710.2,0.0,0.0,0.0,8.365
Smp_153710.3,0.0,0.0,8.774,0.0
Smp_153710.4,17.0,34.864,26.226,30.635
Smp_153720.1,360.0,1251.0,1324.0,1657.0
Smp_153750.1,250.0,832.0,766.0,773.0
Smp_153760.1,338.128,704.963,1007.138,1128.936
Smp_153770.1,158.0,478.0,402.0,673.0
Smp_153780.1,32.0,93.0,71.0,123.0
Smp_153790.1,2950.178,10330.463,6879.345,8745.654
Smp_153790.2,6.822,39.537,83.655,67.346
Smp_153810.1,25.0,53.0,108.0,96.0
Smp_153820.1,153.0,361.0,377.0,573.0
Smp_153840.1,207.0,740.0,686.0,1022.0
Smp_153870.1,104.014,344.0,207.0,389.107
Smp_153870.2,0.0,0.0,0.0,4.893
Smp_153890.1,452.876,1376.572,1337.149,1703.129
Smp_153920.1,196.0,474.889,700.411,689.05
Smp_153930.1,0.0,5.0,4.0,22.0
Smp_153950.1,57.0,195.0,103.0,178.0
Smp_153960.1,103.0,271.0,288.0,358.0
Smp_153970.1,268.0,443.0,477.0,903.0
Smp_153990.1,0.0,0.0,0.0,0.0
Smp_153990.2,9.854,137.31,95.862,0.0
Smp_153990.3,18.789,0.0,0.0,144.987
Smp_153990.4,5.691,2.97,0.0,0.0
Smp_153990.5,0.0,0.0,0.0,0.0
Smp_154000.1,187.839,504.667,543.85,815.076
Smp_154040.1,187.0,669.0,603.0,906.0
Smp_154080.1,5.133,28.002,32.717,50.26
Smp_154080.2,4.842,5.206,9.39,17.905
Smp_154090.1,0.0,0.0,0.0,50.0
Smp_154100.1,91.498,158.833,180.476,374.567
Smp_154120.1,0.0,0.0,0.0,0.0
Smp_154130.1,0.0,0.0,0.0,0.0
Smp_154160.1,63.0,128.0,167.0,150.0
Smp_154180.1,0.0,0.0,0.0,0.0
Smp_154220.1,1.004,1.001,1.059,2.045
Smp_154250.1,4673.0,13173.0,11736.0,25574.0
Smp_154260.1,0.0,0.0,0.0,0.0
Smp_154270.1,0.0,7.284,7.486,0.0
Smp_154270.2,18.0,71.716,53.514,111.0
Smp_154280.1,31.0,83.0,45.0,133.0
Smp_154290.1,0.0,0.0,0.0,2.0
Smp_154320.1,213.304,934.888,583.972,737.979
Smp_154330.1,138.0,451.0,250.0,436.0
Smp_154340.1,355.0,1060.0,950.0,1559.0
Smp_154370.1,167.0,794.0,604.0,647.0
Smp_154390.1,0.0,3.0,0.0,0.0
Smp_154410.1,413.0,1022.0,928.0,1310.0
Smp_154420.1,708.0,2319.0,2180.0,3128.009
Smp_154470.1,103.431,427.941,345.831,563.52
Smp_154470.2,2.575,39.984,23.164,23.924
Smp_154490.1,24.0,79.0,56.0,117.0
Smp_154500.1,148.0,519.0,370.0,372.0
Smp_154520.1,152.0,341.0,294.0,461.0
Smp_154530.1,1170.0,3577.0,2454.0,3848.0
Smp_154560.1,71.0,313.0,267.0,401.0
Smp_154590.1,0.0,0.0,0.0,0.0
Smp_154600.1,55.0,170.0,158.0,233.0
Smp_154610.1,475.0,1386.0,1554.0,1648.0
Smp_154620.1,142.0,389.0,360.0,529.0
Smp_154640.1,548.0,1968.0,1768.0,2361.0
Smp_154650.1,123.0,524.0,409.0,525.0
Smp_154670.1,23.0,36.0,30.0,42.0
Smp_154680.1,2.0,4.0,10.0,0.0
Smp_154690.1,45.0,206.0,158.0,189.0
Smp_154730.1,66.0,110.0,139.0,213.0
Smp_154740.1,44.361,119.447,66.085,102.383
Smp_154740.2,49.639,238.553,130.915,202.617
Smp_154760.1,51.0,31.937,185.955,47.38
Smp_154760.2,0.0,19.063,4.045,68.62
Smp_154780.1,301.0,844.0,762.0,1262.0
Smp_154830.1,15.0,11.0,42.0,34.0
Smp_154840.1,131.0,469.0,506.0,575.0
Smp_154850.1,142.0,459.0,347.0,605.0
Smp_154870.1,55.011,110.007,222.008,263.012
Smp_154880.1,48.0,194.0,168.0,134.0
Smp_154900.1,14.0,24.0,2.0,6.0
Smp_154910.1,78.002,243.022,283.055,420.062
Smp_154930.1,154.0,547.0,465.0,463.0
Smp_154940.1,23.0,76.0,30.0,37.0
Smp_154960.1,148.116,554.29,179.49,484.942
Smp_154960.2,189.993,476.206,660.879,586.32
Smp_154970.1,32.065,115.251,84.789,97.484
Smp_154980.1,146.0,790.0,572.0,642.0
Smp_155000.1,522.0,1782.0,1707.0,2853.0
Smp_155020.1,104.0,279.341,321.696,510.606
Smp_155030.1,60.401,226.46,180.985,331.82
Smp_155040.1,89.962,219.164,218.771,304.004
Smp_155050.1,4.019,19.0,9.548,40.0
Smp_155060.1,2605.0,8875.0,6464.0,7640.0
Smp_155110.1,4.0,0.0,0.0,0.0
Smp_155210.1,7.0,74.0,46.0,62.0
Smp_155290.1,94.0,150.0,106.0,314.0
Smp_155310.1,9.823,91.117,89.095,102.604
Smp_155320.1,62.0,170.0,774.0,175.0
Smp_155330.1,123.0,389.0,455.0,711.0
Smp_155340.1,62.011,103.832,179.882,146.269
Smp_155360.1,71.0,191.0,105.0,188.0
Smp_155370.1,177.844,527.991,475.003,722.063
Smp_155380.1,65.268,228.603,156.844,174.887
Smp_155390.1,1161.339,3461.014,2348.485,4670.998
Smp_155400.1,90.0,324.0,267.0,462.0
Smp_155420.1,62.0,107.0,172.0,184.0
Smp_155450.1,60.0,212.0,179.0,271.0
Smp_155480.1,129.577,413.76,401.121,501.387
Smp_155500.1,12.0,17.001,61.008,44.125
Smp_155510.1,160.0,439.0,378.0,559.0
Smp_155520.1,0.0,0.0,0.0,0.0
Smp_155520.2,0.0,0.0,0.0,0.0
Smp_155530.1,9.0,19.0,26.0,31.0
Smp_155560.1,6.659,10.596,20.185,29.543
Smp_155590.1,51.0,88.0,160.0,148.0
Smp_155620.1,88.0,264.0,284.0,323.0
Smp_155630.1,409.0,1332.0,1280.0,1534.0
Smp_155640.1,0.0,0.0,0.0,0.0
Smp_155700.1,67.0,187.0,139.0,176.0
Smp_155720.1,282.0,935.0,702.0,1478.0
Smp_155740.1,576.0,1738.0,1600.0,2315.0
Smp_155750.1,207.0,670.0,785.0,1085.0
Smp_155760.1,94.0,355.0,298.0,447.0
Smp_155770.1,575.062,1567.872,1834.917,2252.021
Smp_155780.1,318.0,1092.0,1253.0,1945.0
Smp_155790.1,174.0,586.0,578.0,674.0
Smp_155810.1,21.336,115.828,94.874,175.765
Smp_155840.1,11.0,19.0,1.0,7.0
Smp_155850.1,1.0,9.0,16.0,7.0
Smp_155860.1,0.0,8.0,0.0,0.0
Smp_155900.1,0.0,43.141,0.0,0.0
Smp_155970.1,53.0,121.0,173.0,197.0
Smp_156000.1,284.0,890.0,957.0,1280.0
Smp_156050.1,0.0,6.0,0.0,0.0
Smp_156060.1,191.0,604.0,537.0,616.0
Smp_156100.1,33.0,59.003,84.0,170.373
Smp_156140.1,2.0,6.0,4.0,10.0
Smp_156150.1,47.833,155.163,157.298,236.342
Smp_156160.1,86.0,292.0,258.0,488.0
Smp_156170.1,393.0,1071.0,1069.0,1739.0
Smp_156180.1,0.0,13.0,1.0,3.0
Smp_156230.1,24.0,76.0,32.0,45.0
Smp_156240.1,222.0,660.0,862.0,786.0
Smp_156250.1,0.0,0.0,0.0,0.0
Smp_156270.1,191.0,576.0,527.0,660.0
Smp_156280.1,6.0,29.0,8.0,41.0
Smp_156290.1,603.0,2126.0,1729.0,3311.0
Smp_156300.1,63.0,315.0,210.0,416.0
Smp_156310.1,0.0,0.0,0.0,0.0
Smp_156340.1,72.094,402.122,320.611,399.57
Smp_156350.1,379.0,1147.0,1129.0,1728.0
Smp_156370.1,24.0,72.0,34.0,76.0
Smp_156390.1,125.037,253.271,175.626,616.114
Smp_156390.2,14.963,76.729,24.374,86.886
Smp_156400.1,42.0,124.0,124.0,191.0
Smp_156410.1,359.0,830.0,1218.0,2000.0
Smp_156450.1,694.031,2294.447,1919.346,2153.56
Smp_156460.1,89.0,376.0,230.0,299.0
Smp_156470.1,94.0,262.0,193.0,243.0
Smp_156480.1,291.0,1035.0,783.0,1670.0
Smp_156500.1,278.0,834.0,667.0,1549.0
Smp_156520.1,457.0,1167.0,992.0,1497.0
Smp_156540.1,32.0,133.0,100.0,137.0
Smp_156550.1,173.0,628.0,522.0,685.0
Smp_156630.1,47.0,136.0,144.0,244.0
Smp_156670.1,388.0,1247.0,1061.0,1367.0
Smp_156720.1,39.884,82.339,57.15,144.557
Smp_156720.2,25.116,215.661,222.85,259.443
Smp_156730.1,0.0,1.0,0.0,0.0
Smp_156740.1,2.0,4.0,7.0,18.0
Smp_156750.1,20.0,58.0,97.0,92.0
Smp_156780.1,122.0,342.0,208.0,233.0
Smp_156850.1,9.825,55.884,53.428,79.219
Smp_156850.2,9.591,29.116,15.433,29.389
Smp_156860.1,125.0,474.0,357.0,652.0
Smp_156870.1,50.261,172.737,144.189,180.901
Smp_156880.1,211.0,545.0,549.0,830.0
Smp_156890.1,18.0,0.0,0.0,0.0
Smp_156890.2,0.0,62.0,38.0,62.0
Smp_156900.1,38.0,57.0,98.0,114.0
Smp_156910.1,593.489,1303.333,1271.818,2741.713
Smp_156910.2,0.0,1549.477,528.832,1562.128
Smp_156910.3,12.263,108.228,82.826,131.746
Smp_156910.4,0.0,0.0,25.522,128.917
Smp_156910.5,19.45,74.323,0.0,295.484
Smp_156910.6,166.437,393.176,719.462,338.168
Smp_156930.1,0.0,0.0,0.0,0.0
Smp_156950.1,22.0,96.0,86.0,138.0
Smp_156960.1,133.0,367.0,395.0,613.0
Smp_156990.1,161.0,389.0,415.0,470.0
Smp_157000.1,140.0,379.0,471.0,613.0
Smp_157050.1,7.0,15.0,34.0,24.0
Smp_157070.1,0.0,20.0,19.0,10.0
Smp_157080.1,204.0,925.0,804.0,1463.0
Smp_157100.1,225.0,432.0,1120.0,705.0
Smp_157140.1,68.0,272.0,185.0,186.0
Smp_157150.1,111.0,393.0,525.0,815.0
Smp_157160.1,261.0,814.0,888.606,1022.0
Smp_157200.1,18.0,32.0,22.0,55.0
Smp_157210.1,0.0,0.0,0.0,0.0
Smp_157220.1,108.0,390.0,362.0,486.0
Smp_157230.1,16.0,72.0,55.0,129.0
Smp_157240.1,15.0,34.0,46.0,59.0
Smp_157250.1,96.0,318.0,246.0,280.0
Smp_157290.1,227.0,499.0,552.0,880.0
Smp_157300.1,24.0,76.0,50.0,57.0
Smp_157310.1,836.0,1367.0,1135.0,2531.0
Smp_157320.1,261.142,766.547,641.54,735.823
Smp_157340.1,1526.812,4340.757,5092.98,4806.002
Smp_157350.1,133.0,404.0,416.0,834.0
Smp_157360.1,199.0,690.0,761.0,844.0
Smp_157390.1,3.0,27.0,10.0,15.0
Smp_157400.1,3.0,11.0,17.0,13.0
Smp_157410.1,630.002,1676.184,1885.015,3144.03
Smp_157450.1,0.0,0.0,1.021,0.0
Smp_157470.1,153.0,488.0,520.0,607.0
Smp_157510.1,186.432,412.041,424.596,758.755
Smp_157540.1,101.752,334.735,274.274,528.841
Smp_157560.1,649.208,1688.089,1605.38,3089.306
Smp_157570.1,9.839,82.312,38.647,34.71
Smp_157570.2,23.314,17.541,21.572,43.096
Smp_157590.1,164.0,339.0,326.0,453.0
Smp_157620.1,2.0,8.0,23.0,36.0
Smp_157640.1,7.0,12.0,22.0,20.0
Smp_157660.1,151.028,459.078,522.035,501.297
Smp_157670.1,113.546,280.315,358.219,602.013
Smp_157670.2,0.0,0.0,88.056,0.0
Smp_157670.3,47.439,176.228,0.0,147.622
Smp_157680.1,86.049,326.533,233.491,209.905
Smp_157680.2,63.951,227.467,169.509,250.095
Smp_157690.1,4.0,24.0,10.0,11.0
Smp_157700.1,11.248,43.5,36.368,43.665
Smp_157710.1,150.0,514.898,519.555,876.0
Smp_157715.1,89.0,279.102,213.445,357.0
Smp_157720.1,235.0,841.0,702.0,982.0
Smp_157730.1,0.0,0.0,0.0,0.0
Smp_157740.1,184.0,393.0,533.0,530.0
Smp_157750.1,138.064,283.069,391.021,594.14
Smp_157760.1,6.0,44.0,18.0,39.0
Smp_157770.1,184.0,413.0,660.0,949.0
Smp_157780.1,66.0,238.745,189.003,232.0
Smp_157780.2,0.0,22.255,10.997,0.0
Smp_157790.1,25.0,36.0,54.0,44.0
Smp_157800.1,95.0,295.0,316.0,208.0
Smp_157830.1,393.0,616.0,801.0,1867.0
Smp_157840.1,0.0,7.0,4.0,10.0
Smp_157860.1,104.0,440.0,221.0,560.0
Smp_157870.1,1.0,4.0,0.0,0.0
Smp_157910.1,215.597,587.051,771.795,1018.156
Smp_157920.1,146.0,420.0,385.0,674.0
Smp_157930.1,68.0,157.0,162.0,298.0
Smp_157940.1,40.0,112.0,129.0,181.0
Smp_157950.1,155.0,578.0,513.0,533.0
Smp_157980.1,0.0,0.0,0.0,6.428
Smp_157980.2,3359.355,9858.391,7995.455,15106.001
Smp_158030.1,140.0,449.0,585.0,687.0
Smp_158050.1,540.0,1647.008,1683.095,2012.041
Smp_158110.1,216.201,804.272,570.819,624.517
Smp_158110.2,4.799,54.728,17.181,57.483
Smp_158130.1,116.147,333.878,409.806,430.207
Smp_158140.1,576.0,1433.0,1569.0,2407.0
Smp_158150.1,2.0,9.0,11.0,15.0
Smp_158160.1,23.251,99.444,73.487,91.218
Smp_158170.1,30.602,123.04,76.234,133.587
Smp_158180.1,0.0,14.0,5.0,37.0
Smp_158190.1,373.0,915.0,1147.0,1772.0
Smp_158210.1,0.0,0.0,0.0,0.0
Smp_158230.1,42.0,178.0,135.0,194.0
Smp_158240.1,84.0,400.0,301.0,318.0
Smp_158290.1,4.0,11.0,22.0,15.0
Smp_158310.1,31.337,287.011,247.513,674.115
Smp_158310.2,1144.821,3514.989,3893.233,4707.627
Smp_158310.3,24.842,0.0,24.254,3.271
Smp_158320.1,345.0,1144.0,1203.0,1446.0
Smp_158330.1,37.0,292.0,118.0,342.0
Smp_158360.1,6.7,19.935,14.124,11.592
Smp_158380.1,229.0,640.0,681.0,823.0
Smp_158400.1,319.94,870.171,780.014,1321.005
Smp_158430.1,51.0,113.0,154.0,206.0
Smp_158440.1,0.0,0.0,0.0,0.0
Smp_158440.2,12.0,41.0,43.0,54.0
Smp_158440.3,0.0,0.0,0.0,0.0
Smp_158450.1,942.499,2878.849,2730.305,4233.759
Smp_158460.1,13.0,52.0,47.0,92.0
Smp_158470.1,0.0,0.0,0.0,0.0
Smp_158480.1,7.0,30.0,14.0,12.0
Smp_158490.1,6.0,33.0,48.0,39.0
Smp_158520.1,12.0,23.0,7.0,9.0
Smp_158540.1,0.0,2.0,0.0,0.0
Smp_158550.1,14.0,50.0,70.0,78.0
Smp_158560.1,889.069,3021.19,2685.184,4799.111
Smp_158560.2,18.931,102.81,56.816,86.889
Smp_158570.1,0.0,0.0,0.0,0.0
Smp_158570.2,0.0,0.0,0.0,0.0
Smp_158590.1,0.0,0.0,0.0,0.0
Smp_158600.1,113.0,239.0,248.0,384.0
Smp_158610.1,171.0,743.0,590.0,1080.0
Smp_158620.1,101.516,404.908,281.217,431.565
Smp_158630.1,112.0,386.0,483.0,615.0
Smp_158640.1,147.0,466.0,460.0,372.0
Smp_158660.1,24.0,58.0,31.0,68.0
Smp_158670.1,226.353,657.141,629.868,975.54
Smp_158690.1,33.0,173.0,129.001,228.722
Smp_158700.1,114.0,223.0,250.0,393.0
Smp_158710.1,0.0,0.0,0.0,0.0
Smp_158720.1,16.0,29.0,31.0,48.0
Smp_158730.1,48.0,258.0,231.0,455.0
Smp_158740.1,168.0,229.0,346.0,391.0
Smp_158750.1,1.0,4.0,0.0,2.0
Smp_158770.1,141.0,250.0,369.0,471.0
Smp_158810.1,93.385,339.423,287.608,352.217
Smp_158840.1,100.0,232.0,335.0,258.0
Smp_158860.1,232.262,712.086,825.257,924.126
Smp_158860.2,282.742,745.652,719.956,881.307
Smp_158890.1,25.0,84.0,188.0,107.0
Smp_158910.1,53.0,200.0,85.0,174.0
Smp_158940.1,0.0,0.0,0.0,0.0
Smp_158950.1,1.0,3.0,6.0,11.0
Smp_158970.1,55.0,239.0,166.0,212.0
Smp_158980.1,0.0,4.561,2.252,9.909
Smp_158990.1,303.953,1380.428,1030.079,1801.756
Smp_159020.1,2.0,22.0,4.0,8.0
Smp_159050.1,53.0,86.0,267.0,196.0
Smp_159060.1,10.0,15.0,7.0,16.0
Smp_159070.1,154.0,708.0,481.0,716.0
Smp_159090.1,98.947,396.229,336.502,290.182
Smp_159100.1,270.0,917.0,849.0,1268.0
Smp_159110.1,230.607,728.419,958.0,1058.151
Smp_159120.1,178.795,363.21,538.206,777.243
Smp_159130.1,267.205,715.79,891.794,798.757
Smp_159140.1,190.0,378.0,550.0,751.0
Smp_159150.1,841.0,2771.0,2847.0,4370.0
Smp_159160.1,337.0,1309.0,805.0,1384.0
Smp_159180.1,217.0,613.0,808.0,999.0
Smp_159190.1,1162.0,2737.0,2430.0,3364.0
Smp_159290.1,0.0,0.0,0.0,0.0
Smp_159330.1,4.0,21.0,9.0,29.075
Smp_159340.1,60.0,187.0,185.0,295.0
Smp_159350.1,1639.0,5774.0,4583.0,8856.0
Smp_159370.1,5.0,63.0,25.0,75.0
Smp_159380.1,73.126,276.068,274.014,372.018
Smp_159450.1,22.0,27.0,45.0,73.0
Smp_159490.1,3.0,5.0,7.0,8.0
Smp_159510.1,17.0,65.428,75.115,44.993
Smp_159510.2,0.0,21.572,31.885,27.007
Smp_159520.1,0.0,0.0,0.0,0.0
Smp_159550.1,100.0,220.0,289.0,263.0
Smp_159560.1,20.0,94.0,128.0,183.0
Smp_159570.1,41.0,155.0,68.0,217.0
Smp_159590.1,251.927,529.97,625.658,973.098
Smp_159600.1,417.0,1780.0,1545.0,4091.0
Smp_159620.1,552.0,1674.987,1398.0,1788.0
Smp_159630.1,44.0,115.0,145.0,180.0
Smp_159690.1,105.0,246.0,302.0,251.0
Smp_159700.1,0.0,0.0,0.0,2.0
Smp_159730.1,542.0,1860.0,1322.0,2515.0
Smp_159740.1,115.0,255.0,256.0,412.0
Smp_159740.2,0.0,0.0,0.0,0.0
Smp_159750.1,64.0,161.0,335.0,336.0
Smp_159780.1,249.0,757.0,604.0,889.0
Smp_159790.1,52.0,156.0,184.0,273.0
Smp_159800.1,0.0,0.0,0.0,0.0
Smp_159830.1,0.0,0.0,0.0,0.0
Smp_159840.1,96.0,353.0,271.0,446.0
Smp_159860.1,8.0,23.0,13.0,64.0
Smp_159890.1,280.001,709.0,964.0,1105.0
Smp_159910.1,177.022,328.328,536.273,608.797
Smp_159930.1,36.0,125.0,100.0,144.0
Smp_159940.1,49.0,168.0,185.0,131.0
Smp_159950.1,20.591,123.589,87.907,122.273
Smp_159990.1,112.482,553.731,367.261,810.056
Smp_160000.1,305.0,1201.0,1014.0,1708.0
Smp_160070.1,120.836,427.89,386.96,518.302
Smp_160090.1,87.0,312.0,383.0,400.0
Smp_160100.1,111.942,299.085,398.112,372.0
Smp_160140.1,147.0,375.0,571.0,548.0
Smp_160160.1,6.0,34.0,30.0,49.0
Smp_160170.1,333.0,1507.0,952.0,1776.0
Smp_160180.1,24.0,44.0,55.0,55.0
Smp_160190.1,61.0,143.0,194.0,232.0
Smp_160210.1,30.006,192.965,128.724,233.157
Smp_160250.1,0.0,0.0,0.0,0.0
Smp_160270.1,78.173,274.405,262.687,292.616
Smp_160270.2,56.918,231.103,229.181,190.244
Smp_160290.1,6.0,47.0,42.0,41.0
Smp_160320.1,0.0,12.0,4.0,24.0
Smp_160340.1,0.0,0.992,0.0,0.0
Smp_160360.1,0.0,6.0,0.0,0.0
Smp_160370.1,0.0,4.463,13.036,156.093
Smp_160370.2,32.752,203.179,135.812,228.898
Smp_160370.3,30.248,129.359,111.151,117.008
Smp_160410.1,19.0,80.0,90.0,119.0
Smp_160460.1,170.836,599.591,544.111,765.096
