Name,SRR1140994,SRR1140995,SRR1142422,SRR1142423
Smp_102340.1,426.457,838.855,952.549,1701.182
Smp_102390.1,0.0,0.0,6.0,11.0
Smp_102400.1,12.0,12.0,13.0,18.0
Smp_102410.1,140.0,299.0,262.0,443.0
Smp_102430.1,13.556,27.379,32.906,66.11
Smp_102450.1,380.0,1243.0,986.0,1184.0
Smp_102480.1,133.404,470.457,347.348,525.578
Smp_102490.1,128.0,477.0,345.0,352.0
Smp_102510.1,612.0,1572.0,1029.0,2015.0
Smp_102690.1,2131.408,5299.534,6604.211,7664.169
Smp_102780.1,9.845,35.903,20.404,83.846
Smp_102810.1,13.57,6.101,52.123,74.918
Smp_102810.2,93.933,340.572,319.541,326.954
Smp_102820.1,57.0,158.0,105.0,110.0
Smp_102840.1,143.0,635.0,407.0,541.0
Smp_102920.1,23.371,131.774,177.287,189.159
Smp_102920.2,69.629,194.226,103.713,140.841
Smp_102960.1,145.0,469.0,432.0,711.0
Smp_103010.1,75.0,185.0,141.0,151.0
Smp_103090.1,247.0,751.0,879.0,988.0
Smp_103100.1,172.0,547.0,644.0,717.0
Smp_103140.1,74.042,123.04,162.661,142.481
Smp_103160.1,1751.0,4386.0,4689.0,7155.0
Smp_103200.1,268.0,890.0,709.0,898.0
Smp_103280.1,883.0,2256.0,2138.0,3707.0
Smp_103320.1,381.659,1350.285,1133.632,1164.151
Smp_103330.1,23.341,69.715,18.368,77.849
Smp_103340.1,36.0,135.0,128.0,108.0
Smp_103380.1,14.0,83.0,31.0,57.0
Smp_103430.1,0.0,0.0,0.0,0.0
Smp_103460.1,577.0,2451.0,1861.0,2236.0
Smp_103470.1,311.0,1201.0,862.0,1205.0
Smp_103530.1,84.092,227.758,193.761,322.068
Smp_103540.1,534.0,1249.0,1271.0,1449.0
Smp_103560.1,8.0,16.814,28.151,49.973
Smp_103560.2,0.0,2.186,19.486,7.009
Smp_103570.1,605.0,1585.0,1603.0,2639.0
Smp_103610.1,301.52,756.369,511.247,1436.612
Smp_103710.1,207.0,771.0,522.0,660.0
Smp_103740.1,44.707,125.094,99.077,159.128
Smp_103790.1,15.0,28.0,4.0,14.0
Smp_103810.1,886.0,2709.0,2811.0,3892.0
Smp_103830.1,158.0,393.0,372.0,427.0
Smp_103920.1,876.0,3540.0,2560.0,2951.0
Smp_103930.1,73.794,197.552,302.484,409.299
Smp_103930.2,7.206,68.448,53.516,91.701
Smp_103950.1,828.0,2346.0,2515.0,2650.0
Smp_103990.1,108.0,464.0,382.0,443.0
Smp_104000.1,92.0,190.0,279.0,313.0
Smp_104030.1,1042.0,3799.0,3411.0,4824.0
Smp_104110.1,199.0,763.0,558.0,816.0
Smp_104120.1,60.0,313.0,241.0,341.0
Smp_104170.1,0.0,0.0,0.0,0.0
Smp_104210.1,2.0,7.286,0.0,10.726
Smp_104270.1,53.0,161.0,169.0,236.0
Smp_104310.1,24.0,23.0,36.0,39.0
Smp_104330.1,104.0,253.0,220.0,310.0
Smp_104370.1,14.0,42.0,92.0,68.0
Smp_104450.1,18.517,51.883,52.266,80.461
Smp_104470.1,215.0,866.0,735.0,700.0
Smp_104500.1,496.029,2184.517,2575.098,3507.764
Smp_104500.2,152.43,0.0,373.543,566.586
Smp_104500.3,421.5,1331.444,1015.339,1515.333
Smp_104500.4,0.0,0.0,0.0,0.0
Smp_104520.1,230.0,828.0,757.0,780.0
Smp_104530.1,0.0,0.0,0.0,0.0
Smp_104580.1,264.928,974.189,656.602,795.323
Smp_104580.2,0.0,0.0,0.0,4.401
Smp_104600.1,138.0,343.0,372.0,525.0
Smp_104630.1,524.0,1843.0,1773.0,1763.0
Smp_104660.1,65.0,218.0,155.0,161.0
Smp_104670.1,269.0,840.0,724.0,1152.0
Smp_104680.1,130.0,214.0,290.0,334.0
Smp_104710.1,258.0,667.0,695.0,858.0
Smp_104720.1,113.0,418.0,301.0,418.0
Smp_104730.1,74.0,287.0,193.0,306.0
Smp_104790.1,86.947,192.959,158.268,334.102
Smp_104860.1,24.0,111.0,123.0,130.0
Smp_104870.1,468.0,1267.0,1324.0,1299.0
Smp_104890.1,26.0,60.001,82.739,106.0
Smp_104960.1,20.0,80.0,32.0,127.0
Smp_104970.1,68.145,168.246,222.518,306.752
Smp_104980.1,14.0,40.0,74.0,54.0
Smp_105020.1,898.0,2255.0,2318.0,4966.0
Smp_105040.1,47.0,169.0,182.0,208.0
Smp_105090.1,62.319,531.52,611.719,675.436
Smp_105090.2,364.681,1123.48,778.281,1620.564
Smp_105100.1,144.0,505.0,274.0,407.0
Smp_105180.1,92.0,214.135,155.584,258.621
Smp_105180.2,0.0,90.865,61.416,85.379
Smp_105200.1,44.0,42.0,119.0,144.0
Smp_105210.1,387.0,1247.0,1005.0,1882.0
Smp_105220.1,67.0,147.0,148.0,153.0
Smp_105320.1,252.0,1047.0,664.0,558.0
Smp_105330.1,204.0,571.0,695.0,903.0
Smp_105340.1,3.0,11.0,34.0,53.0
Smp_105360.1,11.0,23.0,36.0,46.0
Smp_105370.1,28.0,151.0,76.0,138.0
Smp_105410.1,2.0,15.0,20.0,12.0
Smp_105420.1,687.0,2051.0,1051.0,2469.0
Smp_105420.2,0.0,0.0,0.0,0.0
Smp_105450.1,110.0,324.0,153.0,544.0
Smp_105480.1,18.043,56.043,56.98,129.802
Smp_105540.1,103.0,256.0,263.0,400.0
Smp_105680.1,367.0,1327.0,876.0,1317.0
Smp_105690.1,85.87,364.274,333.153,439.781
Smp_105700.1,547.0,2074.0,1543.0,1901.0
Smp_105710.1,87.0,223.0,210.0,313.0
Smp_105730.1,0.0,0.0,0.0,0.0
Smp_105780.1,5.0,5.0,2.0,3.0
Smp_105860.1,645.0,2051.0,2256.0,2622.0
Smp_105910.1,931.0,2990.0,3006.0,5074.0
Smp_105930.1,130.0,469.0,378.0,546.0
Smp_105950.1,96.0,379.0,224.0,513.0
Smp_105960.1,216.0,639.0,730.0,813.0
Smp_105970.1,476.0,1532.0,1077.0,1473.0
Smp_106010.1,0.0,25.0,7.0,35.0
Smp_106050.1,29.604,50.145,24.465,75.163
Smp_106060.1,59.396,101.856,144.535,133.828
Smp_106080.1,155.319,518.332,371.82,577.308
Smp_106110.1,218.0,997.0,826.0,998.0
Smp_106130.1,642.0,2131.0,1671.0,2122.0
Smp_106390.1,178.27,615.002,698.006,848.015
Smp_106590.1,0.0,0.0,0.0,0.0
Smp_106750.1,9.0,31.0,32.0,92.0
Smp_106970.1,26.765,96.293,61.705,97.76
Smp_107200.1,69.219,116.64,136.005,143.411
Smp_107200.2,47.781,192.36,218.995,389.589
Smp_107590.1,0.0,0.0,0.0,4.0
Smp_108390.1,162.437,609.49,366.609,546.567
Smp_108610.1,0.0,9.002,13.0,10.0
Smp_109240.1,5.118,6.344,5.219,1.041
Smp_110280.1,0.0,0.0,49.812,0.0
Smp_110280.2,229.0,794.0,604.188,875.0
Smp_111340.1,973.0,3879.0,3650.0,3804.0
Smp_111980.1,547.845,1902.467,1240.648,1518.681
Smp_112110.1,0.0,0.0,0.0,0.0
Smp_112450.1,0.0,0.0,0.0,0.0
Smp_112480.1,0.0,1.0,0.0,1.092
Smp_112930.1,3.0,38.0,18.0,17.0
Smp_113610.1,0.0,0.0,0.0,0.0
Smp_113620.1,248.0,854.0,760.0,858.0
Smp_113630.1,148.0,668.0,570.0,799.0
Smp_113740.1,69.0,145.0,138.0,203.0
Smp_114160.1,78.934,256.247,203.817,192.199
Smp_114430.1,28.0,84.0,45.0,73.0
Smp_114435.1,44.0,325.0,203.0,234.0
Smp_114565.1,168.0,520.0,466.0,705.0
Smp_114660.1,84.0,323.0,192.0,176.0
Smp_114870.1,122.546,302.197,375.356,714.488
Smp_115290.1,145.0,395.0,385.0,470.0
Smp_115340.1,25.0,81.0,106.0,79.0
Smp_115450.1,134.204,543.352,331.705,493.244
Smp_116360.1,149.0,591.0,401.0,641.0
Smp_117340.1,0.0,8.0,4.0,4.0
Smp_117390.1,85.035,423.125,289.111,342.716
Smp_118040.1,88.064,280.565,192.709,369.032
Smp_118220.1,91.908,345.309,235.148,274.54
Smp_118710.1,0.0,0.0,0.0,1.0
Smp_118750.1,35.391,193.717,101.196,111.206
Smp_118780.1,29.0,53.0,61.0,66.0
Smp_118830.1,478.0,1658.0,1524.0,1742.0
Smp_119110.1,52.0,203.0,324.0,300.0
Smp_119310.1,958.0,2980.0,3066.0,3784.0
Smp_119920.1,183.0,603.0,494.0,656.0
Smp_119980.1,191.626,407.585,574.963,685.005
Smp_120020.1,55.898,130.698,205.632,320.558
Smp_120070.1,21.006,38.002,56.961,35.157
Smp_120080.1,908.0,2244.0,2753.0,3637.0
Smp_120320.1,63.019,292.397,307.823,407.37
Smp_120350.1,63.0,148.0,190.0,130.0
Smp_120360.1,244.0,1094.0,902.0,1079.0
Smp_120380.1,80.514,201.098,236.5,299.924
Smp_120640.1,204.0,403.0,595.0,971.0
Smp_120670.1,0.0,0.0,0.0,0.0
Smp_120700.1,518.0,1699.0,1561.0,1866.0
Smp_120920.1,1704.0,4518.0,6071.0,6079.0
Smp_120960.1,0.834,0.0,0.0,0.0
Smp_121130.1,70.007,273.132,191.094,284.019
Smp_121140.1,90.0,364.0,370.0,486.0
Smp_121160.1,48.0,121.0,148.0,189.0
Smp_121190.1,1.0,2.0,20.0,16.0
Smp_121230.1,0.0,0.0,0.0,0.0
Smp_121320.1,28.0,101.0,89.0,120.0
Smp_121390.1,33.0,107.0,107.0,82.0
Smp_121420.1,605.0,1346.0,1576.0,1850.0
Smp_121430.1,239.0,905.0,635.0,907.0
Smp_121460.1,34.0,104.0,89.0,95.0
Smp_121580.1,14.0,87.0,74.0,87.0
Smp_121600.1,13.533,62.314,7.631,39.945
Smp_121600.2,27.425,104.686,79.927,81.633
Smp_121600.3,28.042,77.0,44.443,160.423
Smp_121610.1,122.0,447.0,399.0,467.0
Smp_121640.1,99.0,282.0,269.0,310.0
Smp_121660.1,61.154,210.05,160.237,241.474
Smp_121780.1,78.0,207.0,313.0,292.0
Smp_121790.1,251.944,741.586,669.833,774.901
Smp_121800.1,82.759,290.0,278.892,371.771
Smp_121800.2,8.241,0.0,11.108,33.229
Smp_121810.1,40.0,131.0,161.0,129.0
Smp_121920.1,2.683,36.308,19.867,42.114
Smp_121920.2,47.379,112.007,156.196,155.892
Smp_121930.1,6.0,49.54,16.086,60.85
Smp_121930.2,0.0,9.46,8.914,33.15
Smp_121940.1,17.0,57.0,70.0,66.017
Smp_121950.1,397.0,2493.0,2687.0,4254.0
Smp_121990.1,2977.245,9113.5,7501.826,15205.568
Smp_121990.2,326.755,147.5,508.174,766.432
Smp_122020.1,2.0,9.001,5.0,8.0
Smp_122030.1,1305.0,1858.0,2364.0,3268.0
Smp_122050.1,43.0,119.0,124.0,200.0
Smp_122170.1,0.0,0.0,1.0,0.0
Smp_122190.1,0.0,0.0,0.0,0.0
Smp_122280.1,0.0,0.0,0.0,0.0
Smp_122340.1,56.0,203.0,122.0,336.0
Smp_122370.1,221.119,676.971,714.873,1272.919
Smp_122490.1,17.0,64.0,37.0,50.0
Smp_122500.1,68.136,139.769,174.248,189.324
Smp_122630.1,0.0,0.0,0.0,0.0
Smp_122680.1,40.0,122.0,144.0,122.0
Smp_122730.1,141.857,481.35,406.942,502.242
Smp_122780.1,42.0,175.0,173.0,148.0
Smp_122790.1,200.153,925.538,831.027,919.766
Smp_122790.2,79.847,49.462,24.973,29.234
Smp_122800.1,439.0,1231.0,1936.0,2483.0
Smp_122810.1,134.0,284.0,215.0,396.0
Smp_122820.1,23.061,61.112,43.633,67.479
Smp_122840.1,3078.0,9912.0,7895.0,10160.0
Smp_122890.1,114.0,323.0,261.0,414.0
Smp_122900.1,453.0,1310.0,1223.0,2062.0
Smp_122910.1,506.0,1880.0,1675.0,2495.0
Smp_122920.1,153.01,573.08,336.004,475.048
Smp_122930.1,77.0,334.0,358.0,446.0
Smp_122940.1,202.0,782.001,662.0,862.444
Smp_122950.1,40.358,66.947,105.742,78.925
Smp_122950.2,0.0,0.0,0.0,45.238
Smp_122960.1,49.0,272.0,251.0,300.0
Smp_122980.1,201.0,417.0,549.0,383.0
Smp_123000.1,481.0,1649.0,1236.0,2285.0
Smp_123010.1,18.0,38.0,50.0,57.0
Smp_123020.1,44.0,80.0,128.0,103.0
Smp_123030.1,19.0,85.0,77.0,126.0
Smp_123040.1,231.0,429.0,459.0,764.0
Smp_123050.1,91.232,774.317,403.0,766.218
Smp_123060.1,83.0,379.0,377.0,525.0
Smp_123070.1,54.0,213.0,192.0,186.0
Smp_123090.1,0.0,2.0,1.0,0.0
Smp_123100.1,261.0,1055.0,701.0,812.0
Smp_123120.1,34.0,222.0,99.0,122.0
Smp_123130.1,61.0,162.0,187.0,255.0
Smp_123165.1,662.0,1921.0,1733.0,1947.0
Smp_123180.1,719.134,2301.104,2401.566,2912.622
Smp_123190.1,25.0,43.0,36.0,70.0
Smp_123200.1,0.0,0.0,0.0,0.0
Smp_123210.1,48.135,124.002,94.046,142.354
Smp_123220.1,0.0,5.0,4.0,0.0
Smp_123230.1,26.0,112.0,56.0,125.0
Smp_123240.1,10.0,72.0,35.0,33.0
Smp_123260.1,176.0,564.0,428.0,754.0
Smp_123270.1,401.66,1558.251,1055.848,1342.292
Smp_123280.1,115.781,320.032,341.24,499.629
Smp_123290.1,848.908,4092.142,3045.62,4551.067
Smp_123300.1,8.0,36.0,22.0,49.0
Smp_123320.1,174.0,594.0,490.0,714.0
Smp_123330.1,28.0,100.0,98.0,112.0
Smp_123340.1,210.0,766.0,518.0,896.0
Smp_123360.1,44.451,119.522,115.921,198.638
Smp_123370.1,11.385,17.871,49.266,40.406
Smp_123390.1,38.0,116.875,171.0,157.0
Smp_123410.1,110.0,293.0,297.0,319.0
Smp_123440.1,50.0,122.0,147.0,110.0
Smp_123450.1,186.0,592.0,581.0,550.0
Smp_123460.1,0.0,0.0,0.0,0.0
Smp_123470.1,1.0,2.0,6.0,5.0
Smp_123480.1,12.0,70.0,44.0,64.0
Smp_123490.1,72.0,228.037,203.002,312.312
Smp_123500.1,230.0,433.0,579.0,452.0
Smp_123510.1,226.0,615.0,606.0,821.0
Smp_123520.1,126.0,279.0,342.0,343.0
Smp_123530.1,72.0,215.0,258.0,254.0
Smp_123540.1,0.0,0.0,0.0,0.0
Smp_123550.1,0.0,0.0,0.0,0.0
Smp_123570.1,242.0,805.0,573.0,966.0
Smp_123590.1,124.0,406.0,351.0,378.0
Smp_123600.1,163.432,640.979,486.982,842.272
Smp_123610.1,339.091,1030.021,1109.018,1535.731
Smp_123620.1,126.0,605.0,537.0,738.0
Smp_123630.1,269.116,832.487,915.783,1181.053
Smp_123640.1,154.0,386.0,610.0,694.0
Smp_123670.1,53.0,39.849,83.0,141.0
Smp_123670.2,0.0,64.151,0.0,0.0
Smp_123690.1,155.0,652.0,508.0,681.0
Smp_123710.1,290.0,943.0,1334.0,1649.0
Smp_123720.1,22.0,53.0,22.0,25.0
Smp_123810.1,25.0,152.0,88.0,166.0
Smp_123820.1,43.0,75.0,70.0,184.0
Smp_123820.2,0.0,0.0,0.0,0.0
Smp_123830.1,89.0,273.0,307.0,310.0
Smp_123840.1,14.626,108.177,37.137,385.608
Smp_123850.1,0.0,0.0,0.0,0.0
Smp_123860.1,15.0,11.0,22.0,32.0
Smp_123870.1,399.0,1219.0,1150.0,1655.0
Smp_123900.1,0.0,0.0,0.0,0.0
Smp_123910.1,23.0,130.0,88.0,71.0
Smp_123920.1,0.0,0.0,0.0,0.0
Smp_123940.1,91.0,367.0,287.0,307.0
Smp_124000.1,284.0,672.0,617.0,586.0
Smp_124010.1,4.488,17.2,13.513,27.652
Smp_124020.1,97.0,205.0,289.0,294.0
Smp_124030.1,153.0,366.0,466.0,649.0
Smp_124050.1,764.965,2709.881,2287.414,2834.758
Smp_124050.2,0.0,0.0,0.0,0.0
Smp_124050.3,109.041,254.442,230.586,263.215
Smp_124060.1,9.0,27.0,52.0,66.0
Smp_124070.1,1617.0,7626.0,5530.0,4943.0
Smp_124080.1,1.0,7.0,3.0,8.0
Smp_124100.1,255.0,585.0,933.0,996.0
Smp_124110.1,166.0,723.0,528.0,646.0
Smp_124120.1,50.0,109.0,123.0,89.0
Smp_124130.1,133.481,521.409,466.734,946.059
Smp_124160.1,55.628,200.806,170.457,252.957
Smp_124210.1,9.0,79.0,55.0,126.0
Smp_124230.1,68.0,197.0,250.0,350.0
Smp_124240.1,117.0,345.0,311.0,457.0
Smp_124280.1,0.0,1.0,0.0,2.0
Smp_124290.1,36.0,115.0,79.0,151.0
Smp_124300.1,283.0,774.0,830.0,1092.0
Smp_124320.1,174.661,590.852,471.229,578.199
Smp_124340.1,620.0,1515.0,1757.0,3485.0
Smp_124350.1,0.0,0.0,0.0,0.0
Smp_124350.2,50.194,199.21,153.802,221.196
Smp_124350.3,4.857,25.798,19.388,29.598
Smp_124380.1,10.0,93.0,71.0,89.0
Smp_124390.1,92.0,239.0,289.0,238.0
Smp_124420.1,0.0,0.0,0.0,0.0
Smp_124430.1,83.0,208.0,199.0,304.0
Smp_124440.1,310.0,1035.0,776.0,1523.0
Smp_124450.1,62.0,218.0,178.002,367.0
Smp_124460.1,194.0,647.0,572.0,538.0
Smp_124470.1,0.0,2.0,0.0,8.0
Smp_124490.1,579.031,1610.045,1864.329,2656.644
Smp_124510.1,6.0,9.0,0.0,19.0
Smp_124520.1,24.0,96.0,71.0,108.0
Smp_124590.1,6.165,18.092,11.111,25.118
Smp_124600.1,308.44,859.264,829.402,998.234
Smp_124650.1,321.944,875.285,819.055,1203.163
Smp_124650.2,86.026,236.123,213.186,336.449
Smp_124660.1,44.0,235.0,250.0,318.0
Smp_124700.1,151.0,311.0,433.0,428.0
Smp_124710.1,0.0,0.0,0.0,4.017
Smp_124720.1,41.16,74.4,136.695,151.996
Smp_124740.1,17.0,33.0,64.0,23.0
Smp_124750.1,8.0,4.0,6.0,11.0
Smp_124760.1,37.0,75.0,95.0,119.0
Smp_124770.1,0.0,0.0,0.0,9.268
Smp_124770.2,11.0,52.0,45.0,44.732
Smp_124820.1,635.0,1756.0,1874.0,2318.0
Smp_124840.1,212.0,731.0,576.0,579.0
Smp_124850.1,96.032,366.067,374.558,554.16
Smp_124860.1,120.0,511.0,316.0,414.0
Smp_124890.1,4.491,5.795,3.705,7.692
Smp_124920.1,190.0,593.0,504.0,696.0
Smp_124940.1,102.0,415.0,358.0,368.0
Smp_124980.1,32.0,107.0,66.0,164.0
Smp_125020.1,1.0,11.0,6.0,10.0
Smp_125040.1,15.0,48.0,48.0,57.0
Smp_125050.1,148.0,533.0,496.0,781.0
Smp_125070.1,488.0,1459.0,1459.0,1359.0
Smp_125080.1,238.0,775.0,801.0,1317.0
Smp_125130.1,14.0,65.0,40.0,67.0
Smp_125150.1,9.0,17.0,15.0,33.0
Smp_125160.1,49.0,114.0,170.0,257.0
Smp_125200.1,0.0,13.002,4.048,4.075
Smp_125210.1,0.0,0.0,0.0,0.0
Smp_125250.1,0.0,9.0,17.0,15.0
Smp_125260.1,193.0,568.0,529.0,603.0
Smp_125270.1,132.122,575.588,512.313,833.771
Smp_125280.1,282.102,946.512,648.586,1038.604
Smp_125290.1,731.072,1904.415,1587.0,3774.882
Smp_125300.1,110.0,255.0,312.0,406.0
Smp_125320.1,44.0,242.0,125.0,188.0
Smp_125340.1,71.332,369.75,195.07,268.02
Smp_125340.2,55.668,170.25,234.93,344.98
Smp_125350.1,93.0,211.0,146.0,315.0
Smp_125360.1,149.0,591.0,509.0,783.0
Smp_125370.1,16.0,39.0,74.0,113.0
Smp_125390.1,0.0,0.0,0.0,0.0
Smp_125400.1,0.0,1.0,2.009,1.023
Smp_125420.1,8.318,65.912,65.202,79.669
Smp_125440.1,439.0,933.0,916.0,1602.0
Smp_125450.1,8.0,17.0,23.0,20.0
Smp_125460.1,117.0,411.001,305.0,495.0
Smp_125480.1,31.0,132.0,100.0,185.0
Smp_125490.1,62.0,194.0,134.0,280.0
Smp_125500.1,34.0,103.0,106.0,98.0
Smp_125510.1,47.0,246.0,149.0,388.0
Smp_125520.1,18.0,75.0,77.0,49.0
Smp_125550.1,646.0,2045.0,2394.0,2671.0
Smp_125560.1,9.0,15.0,12.0,23.0
Smp_125600.1,22.216,48.763,46.541,77.883
Smp_125600.2,0.0,0.0,0.0,0.0
Smp_125630.1,81.0,107.0,152.0,251.0
Smp_125640.1,186.0,479.0,372.0,514.0
Smp_125650.1,75.0,196.0,315.0,528.0
Smp_125660.1,167.781,713.201,507.235,523.876
Smp_125670.1,134.0,345.0,366.0,348.0
Smp_125730.1,893.144,2048.397,2786.581,3528.22
Smp_125730.2,266.856,1721.603,1198.419,2107.78
Smp_125740.1,202.0,1295.0,976.0,1832.0
Smp_125760.1,8.0,8.0,12.0,7.0
Smp_125770.1,961.0,2948.0,3440.0,3826.0
Smp_125780.1,71.0,287.0,286.0,417.0
Smp_125790.1,519.0,1374.0,1743.0,1872.0
Smp_125800.1,142.0,533.0,401.0,660.0
Smp_125810.1,4.0,26.0,21.0,32.0
Smp_125820.1,125.0,335.0,356.0,441.0
Smp_125870.1,797.0,2645.0,2355.0,3666.0
Smp_125890.1,387.0,1556.0,1129.0,1524.0
Smp_125900.1,84.0,227.0,248.0,302.0
Smp_125930.1,3.0,39.0,14.0,54.0
Smp_125940.1,17.0,52.0,35.0,54.0
Smp_125960.1,76.032,143.298,184.812,236.185
Smp_125980.1,116.0,351.0,310.0,532.0
Smp_126000.1,41.0,186.0,112.0,188.0
Smp_126020.1,192.0,565.0,459.0,765.0
Smp_126030.1,969.386,1657.435,2127.737,3942.27
Smp_126050.1,0.0,14.0,18.0,37.0
Smp_126070.1,0.0,1.0,6.0,0.0
Smp_126080.1,1484.0,2897.0,3149.0,7217.0
Smp_126110.1,343.0,1195.0,1070.0,1303.0
Smp_126140.1,17.0,23.0,28.0,24.0
Smp_126170.1,247.0,655.0,573.0,960.0
Smp_126200.1,46.0,136.0,122.0,154.0
Smp_126210.1,14.0,56.0,103.0,95.0
Smp_126220.1,6.0,2.0,11.0,3.0
Smp_126230.1,13.0,89.0,38.0,80.0
Smp_126240.1,59.355,131.623,256.164,884.072
Smp_126240.2,605.645,2306.377,2022.836,5853.928
Smp_126260.1,281.885,837.015,746.017,1022.048
Smp_126290.1,0.0,0.0,3.0,0.0
Smp_126300.1,126.0,391.0,355.0,550.0
Smp_126310.1,48.0,143.0,118.0,175.0
Smp_126360.1,9.0,29.0,35.0,29.0
Smp_126370.1,18.34,52.216,55.868,45.964
Smp_126370.2,234.66,1062.784,719.132,736.036
Smp_126420.1,0.0,0.0,3.0,2.0
Smp_126450.1,103.0,329.0,370.0,629.0
Smp_126460.1,254.124,688.138,693.077,1101.662
Smp_126470.1,22.0,56.0,45.0,88.0
Smp_126480.1,1851.0,4287.0,5219.0,7039.0
Smp_126490.1,171.0,675.0,650.0,800.0
Smp_126520.1,1249.0,3371.0,3404.0,5301.0
Smp_126530.1,18.0,112.795,68.893,140.042
Smp_126540.1,30.0,64.0,79.0,100.0
Smp_126560.1,5.0,21.0,14.0,27.0
Smp_126580.1,3.0,2.0,3.0,5.0
Smp_126620.1,63.0,215.0,224.0,288.0
Smp_126640.1,10.0,20.0,31.0,33.0
Smp_126670.1,72.0,298.0,201.0,239.0
Smp_126680.1,8.0,53.0,25.0,38.0
Smp_126690.1,155.0,537.0,550.0,478.0
Smp_126720.1,979.0,5051.0,3059.0,4344.0
Smp_126730.1,14.0,76.0,48.0,49.0
Smp_126740.1,138.0,412.0,498.0,614.0
Smp_126750.1,314.0,711.0,749.0,1245.0
Smp_126760.1,895.0,2595.0,2407.0,3715.0
Smp_126770.1,142.0,405.0,440.0,485.0
Smp_126800.1,128.0,348.0,385.0,591.0
Smp_126820.1,0.0,30.0,26.0,24.0
Smp_126840.1,275.0,806.0,911.0,1205.0
Smp_126850.1,1181.0,3593.0,3974.0,4966.0
Smp_126860.1,299.0,832.0,1107.0,1042.0
Smp_126910.1,181.0,491.0,525.0,534.0
Smp_126920.1,85.0,273.0,342.0,410.0
Smp_126970.1,29.0,99.0,78.0,156.0
Smp_126990.1,93.0,323.0,185.0,450.0
Smp_127010.1,189.79,426.189,603.189,915.18
Smp_127010.2,155.21,656.531,424.811,749.82
Smp_127010.3,0.0,0.0,0.0,0.0
Smp_127030.1,3.0,12.0,10.0,12.0
Smp_127050.1,336.0,1329.0,1205.0,1332.0
Smp_127060.1,0.0,21.0,28.0,87.0
Smp_127080.1,25.0,89.0,72.0,79.0
Smp_127110.1,101.095,306.366,317.883,454.1
Smp_127110.2,3.167,40.448,61.806,58.086
Smp_127120.1,111.791,362.93,369.239,387.162
Smp_127130.1,0.0,1.0,0.0,0.0
Smp_127140.1,875.677,2265.448,2133.701,3445.745
Smp_127160.1,11.0,55.0,62.0,111.0
Smp_127180.1,479.0,1508.0,1539.0,1989.0
Smp_127190.1,3.0,6.0,8.0,8.0
Smp_127200.1,169.0,636.0,499.0,464.0
Smp_127220.1,195.0,682.0,551.0,970.0
Smp_127240.1,16.197,59.023,35.586,40.489
Smp_127240.2,0.0,3.0,0.0,0.0
Smp_127270.1,1.0,2.0,0.0,0.0
Smp_127280.1,1257.0,2282.0,3051.0,4581.0
Smp_127310.1,143.0,550.0,330.0,661.0
Smp_127360.1,17.0,61.0,31.0,54.0
Smp_127370.1,5.0,8.0,0.0,37.0
Smp_127380.1,120.671,240.41,150.348,339.542
Smp_127380.2,298.329,1105.59,1165.652,1506.458
Smp_127430.1,800.0,3042.0,2789.0,3152.0
Smp_127440.1,313.442,1068.359,919.178,1544.241
Smp_127450.1,150.0,677.0,443.0,652.0
Smp_127460.1,691.658,1572.792,1637.252,1865.59
Smp_127460.2,109.268,313.635,636.788,1069.063
Smp_127470.1,35.0,128.0,145.0,152.0
Smp_127480.1,12.0,147.0,91.0,254.0
Smp_127490.1,30.0,133.0,209.0,160.0
Smp_127500.1,23.0,76.0,185.912,122.751
Smp_127500.2,0.0,0.0,7.088,4.249
Smp_127520.1,174.0,658.0,596.0,742.0
Smp_127580.1,235.0,711.023,695.0,904.0
Smp_127600.1,84.0,222.0,235.0,397.0
Smp_127620.1,161.229,587.002,440.057,859.19
Smp_127640.1,3.0,14.0,19.0,17.197
Smp_127650.1,206.0,441.0,528.0,598.0
Smp_127660.1,63.276,170.999,104.072,194.244
Smp_127660.2,70.724,200.001,205.959,208.177
Smp_127670.1,0.0,2.0,1.0,4.0
Smp_127680.1,182.515,438.46,20.346,905.819
Smp_127680.2,245.485,833.54,1313.654,1184.181
Smp_127690.1,371.0,1081.0,949.0,1485.0
Smp_127700.1,77.0,188.0,153.0,291.0
Smp_127710.1,18.0,87.0,59.0,52.0
Smp_127740.1,42.0,75.0,193.0,321.0
Smp_127750.1,17.0,34.0,57.0,47.0
Smp_127770.1,9.0,39.0,31.0,116.0
Smp_127810.1,0.0,179.005,714.206,209.228
Smp_127810.2,280.792,579.0,0.0,806.182
Smp_127820.1,17.402,32.438,56.708,47.049
Smp_127820.2,6.593,64.195,54.246,43.584
Smp_127830.1,141.0,438.0,319.0,546.0
Smp_127840.1,119.0,247.0,428.0,642.0
Smp_127860.1,25.0,7.0,28.0,28.0
Smp_127870.1,0.0,31.0,64.0,58.0
Smp_127870.2,18.0,0.0,0.0,0.0
Smp_127890.1,167.0,355.0,520.0,665.0
Smp_127920.1,201.0,511.0,538.004,760.002
Smp_127930.1,20.0,40.0,34.0,45.0
Smp_127940.1,297.0,846.0,905.0,1252.0
Smp_127990.1,39.001,241.007,135.356,182.251
Smp_127990.2,0.0,4.079,6.661,12.753
Smp_128000.1,166.087,511.138,482.88,674.018
Smp_128010.1,113.0,405.0,319.0,448.0
Smp_128040.1,0.0,0.0,0.0,0.0
